PROVNUM,FACNAME,PHYADDR1,PHYADDR2,PHYCITY,PHYSTATE,PHYZIP,PHONENUM,OWNTYPE,In-center Hemo,in-center PD,ref_id,Lat,Lon
12606,FMC CHASE,1849 KEATS DRIVE NORTHWEST,,HUNTSVILLE,AL,35810,2568528900,Profit,Y,N,12606,34.756832,-86.59761
12607,ROANOKE DIALYSIS CLINIC,4459 US HIGHWAY 431,,ROANOKE,AL,36274,3348638365,Profit,Y,Y,12607,33.108977,-85.3551635
12608,FMC ONEONTA,"150 GILBREATH DRIVE, SUITE 1",,ONEONTA,AL,35121,2056256903,Profit,Y,N,12608,33.9322722,-86.4930028
12609,EUFAULA DIALYSIS,220 SOUTH ORANGE AVE,,EUFAULA,AL,36027,3346880806,Profit,Y,N,12609,31.8905046,-85.1421485
12610,FMC MAGNOLIA,7940 MOFFETT ROAD,,SEMMES,AL,36575,2516496343,Profit,Y,N,12610,30.767361,-88.22865
12611,FMC DALLAS COUNTY,200 SOUTH PARK PL,,SELMA,AL,36701,3348728460,Profit,Y,N,12611,32.4272,-87.0535
12612,FMC GARDENDALE,592 FIELDSTOWN ROAD,SUITE 102,GARDENDALE,AL,35071,2056083653,Profit,Y,N,12612,33.652943,-86.820763
12613,FMC DISCOVERY,"1131 EAGLETREE LN, STE100",,HUNTSVILLE,AL,35801,2564894160,Profit,Y,Y,12613,34.7364493,-86.5501654
12614,FMC VALLEY CREEK,201 LINCOLN LANE,,SELMA,AL,36701,3348755436,Profit,Y,Y,12614,32.4326153,-87.0577804
12615,FMC AUBURN,211 E UNIVERSITY DR,,AUBURN,AL,36832,3345018890,Non-Profit,Y,N,12615,32.579908,-85.489265
12616,LANDMARK DIALYSIS,717 STONE AVE,,TALLADEGA,AL,35160,2563624449,Non-Profit,Y,Y,12616,33.4400347,-86.0885525
12617,FMC ALEXANDER CITY,3368 HWY 280 BYPASS,SUITE G-1,ALEXANDER CITY,AL,35010,2563290638,Profit,Y,Y,12617,32.918545,-85.933375
12618,RRC NORTHRIDGE,4400 WATERMELON ROAD,,NORTHPORT,AL,35473,2057222968,Profit,Y,Y,12618,33.247894,-87.548959
12619,TUSCALOOSA NEPHROLOGY ASSOC HOME DIALYSIS,1649 N MCFARLAND BLVD,SUITE 203,TUSCALOOSA,AL,35406,2055565541,Profit,N,Y,12619,33.1925316,-87.525883
12620,HOME DIALYSIS OF NORTH ALABAMA,"1216 SOMMERVILLE ROAD, SE",,DECATUR,AL,35601,2563400012,Profit,N,Y,12620,34.588494,-86.972412
12621,RAI-SNOW ST-OXFORD,711 SNOW STREET,,OXFORD,AL,36203,2568355914,Profit,Y,Y,12621,33.6153368,-85.8233729
12622,DAVITA TALLADEGA,726 E BATTLE STREET,SUITE A,TALLADEGA,AL,35160,2563622332,Profit,Y,N,12622,33.4385256,-86.0853497
12623,DAVITA CENTER POINT DIALYSIS,2337 1ST ST NE,,CENTER POINT,AL,35215,2055201108,Profit,Y,N,12623,33.646348,-86.6818955
12624,FMC MIDFIELD DIALYSIS,613 BESSEMER SUPER HIGHWAY,,BIRMINGHAM,AL,35228,2054810019,Profit,Y,N,12624,33.4544864,-86.9207732
12625,RAI JACKSONVILLE,"331 HENRY RD, S.W.",,JACKSONVILLE,AL,36265,2564353161,Non-Profit,Y,N,12625,33.7857676,-85.7701989
12626,FMC NORTHWEST ALABAMA KIDNEY CENTER,638 TAHOE ROAD,,WINFIELD,AL,35594,2054872800,Profit,Y,N,12626,33.932901,-87.825737
12627,HOME DIALYSIS OPTIONS OF BALDWIN COUNTY,"27880 N. MAIN ST, SUITE A",,DAPHNE,AL,36526,2516261086,Profit,N,Y,12627,30.6311462,-87.9106889
12628,OPELIKA DIALYSIS CENTER,2340 PEPPERELL PKWY,,OPELIKA,AL,36801,3347456883,Profit,Y,Y,12628,32.6374778,-85.4138219
12629,DAVITA RENAISSANCE,1840 DARBY DRIVE,,FLORENCE,AL,35630,2567642313,Profit,Y,N,12629,34.8216613,-87.6563423
12630,DAVITA WIREGRASS KIDNEY CENTER,1450 ROSS CLARK CIRCLE,SUITE 200,DOTHAN,AL,36301,3347928907,Profit,Y,N,12630,31.200087,-85.370962
12631,GULF SHORES DIALYSIS CENTER,3947 GULF SHORES PARKWAY,,GULF SHORES,AL,36542,2519672205,,Y,Y,12631,30.310106,-87.683526
12632,MUSCLE SHOALS DIALYSIS,712 STATE STREET,,MUSCLE SHOALS,AL,35661,2563867028,Profit,Y,N,12632,34.743821,-87.6654833
12633,FMC PRATTVILLE,692 COVERED BRIDGE PARKWAY,,PRATTVILLE,AL,36066,3343587414,Profit,Y,N,12633,32.4803458,-86.4147278
12634,FMC FOLEY,230 EAST FERN AVENUE,,FOLEY,AL,36535,2519431500,Profit,Y,N,12634,30.4214763,-87.6841794
12636,FMC JAGUAR,575 STANTON ROAD,UNIT B,MOBILE,AL,36617,2514760502,Profit,Y,Y,12636,30.7075529,-88.096369
12637,DCI HIGHLAND PARK,1912 CHERRY STREET,,MONTGOMERY,AL,36107,3342641060,Non-Profit,Y,N,12637,32.3700204,-86.282381
12638,FMC HOOVER,2104 LORNA RIDGE LANE,,HOOVER,AL,35216,2059780271,Profit,Y,N,12638,33.3914291,-86.7961367
12639,FMC MONTEVALLO,3883 HIGHWAY 25,,MONTEVALLO,AL,35115,2056654440,Profit,Y,N,12639,33.0913685,-86.8670386
12640,PICKENS COUNTY DIALYSIS,289 WILLIAM E HILL DRIVE,SUITE A,CARROLLTON,AL,35447,2053671194,Profit,N,N,12640,33.2617871,-88.0950263
13300,CHILDRENS HOSPITAL DIALYSIS,1600 7TH AVENUE SOUTH,,BIRMINGHAM,AL,35233,2059399275,Non-Profit,Y,Y,13300,33.503694,-86.805516
22500,FMC  ANCHORAGE,3950 LAUREL STREET,,ANCHORAGE,AK,99508,9075633149,Profit,Y,Y,22500,61.1850177,-149.83463
22502,FMC  FAIRBANKS,1863 AIRPORT WAY,,FAIRBANKS,AK,99701,9074522900,Profit,Y,Y,22502,64.8367164,-147.7557744
22503,FMC  WASILLA,3787 E MERIDIAN LOOP,,WASILLA,AK,99654,9073575600,Profit,Y,Y,22503,61.5886405,-149.3557468
22504,REIFENSTEIN DIALYSIS CENTER,9109 MENDENHALL MALL RD SUITE #6,,JUNEAU,AK,99801,9077903002,Profit,Y,Y,22504,0,0
22506,LIBERTY DIALYSIS - ALASKA LLC,901 EAST DIMOND BOULEVARD,,ANCHORAGE,AK,99515,9075229009,Profit,Y,Y,22506,61.1445701,-149.8924125
22507,FMC COOK INLET,9085 BLACKBERRY ST,,ANCHORAGE,AK,99502,9078681779,Profit,Y,Y,22507,61.1383926,-149.944381
22508,FMC SOLDOTNA,289 N FIREWOOD LANE STE A,,SOLDOTNA,AK,99669,9074204970,Profit,Y,Y,22508,60.4877778,-151.0583332
30022,MARICOPA MEDICAL CENTER/DIALYSIS,2525 E. ROOSEVELT,,PHOENIX,AZ,85008,6023441601,Non-Profit,Y,N,30022,33.4585097,-112.0262014
31308,GILA RIVER DIALYSIS EAST,565 W SEED FARM RD,,SACATON,AZ,85247,6022717900,Non-Profit,Y,N,31308,33.0740903,-111.7471021
32500,TUCSON WEST DIALYSIS (DVA),1780 WEST ANKLAM ROAD,,TUCSON,AZ,85745,5206242220,Profit,Y,Y,32500,32.2260899,-111.004435
32501,TUCSON EAST DIALYSIS (DVA),6420 EAST BROADWAY #C-300,,TUCSON,AZ,85710,5207902775,Profit,Y,Y,32501,0,0
32502,YUMA DIALYSIS (DVA),2130 WEST 24TH STREET,,YUMA,AZ,85364,9287832365,Profit,Y,Y,32502,32.6840014,-114.6463355
32503,PHOENIX ARTIFICIAL KIDNEY CENTER (FMC),13090 N. 94TH DRIVE STE. 100,,PEORIA,AZ,85381,6239745851,Profit,Y,N,32503,33.6021256,-112.2630078
32504,CAMELBACK DIALYSIS (DVA),7321 E. OSBORN DRIVE,,SCOTTSDALE,AZ,85251,4809700924,Profit,Y,Y,32504,33.486811,-111.924741
32506,TUBA CITY DIALYSIS UNIT (DVA),500 EDGEWATER DR,,TUBA CITY,AZ,86045,9282834525,Profit,Y,Y,32506,36.1294391,-111.2320953
32508,SOUTH PHOENIX DIALYSIS SERVICES (FMC),1021 SOUTH 7TH AVENUE SUITE 108,,PHOENIX,AZ,85007,6022531954,Profit,Y,N,32508,33.4380125,-112.0825165
32509,EAST VALLEY DIALYSIS (FMC),"135 S POWER RD, #103",,MESA,AZ,85206,4809854911,Profit,Y,N,32509,0,0
32513,SELLS DIALYSIS (DVA),HWY 86 - MP 113,,SELLS,AZ,85634,5203831701,Profit,Y,N,32513,31.9120215,-111.881234
32514,DESERT DIALYSIS CENTER (DCI),2022 E PRINCE ROAD,,TUCSON,AZ,85719,5203270007,Non-Profit,Y,Y,32514,32.271572,-110.940912
32515,WHITERIVER DIALYSIS (FMC),HWY 73  MILEPOST 342,,WHITERIVER,AZ,85941,9283381498,Profit,Y,N,32515,33.8369944,-109.9642664
32516,CHANDLER DIALYSIS (FMC),912 W CHANDLER BLVD BLD A-D,,CHANDLER,AZ,85225,4808219801,Profit,Y,N,32516,33.3091946,-111.8210866
32517,CENTRAL PHOENIX DIALYSIS (FMC),3421 N. 7TH AVENUE,,PHOENIX,AZ,85013,6022742293,Profit,Y,N,32517,33.4884298,-112.0832175
32518,FOUR CORNERS DIALYSIS CLINIC CHINLE (DVA),US HWY 191,,CHINLE,AZ,86503,9286743674,Profit,Y,N,32518,36.2400547,-109.6015124
32520,SIERRA VISTA DIALYSIS (DVA),"629 NORTH HIGHWAY 90 - SUITE 6, 7",,SIERRA VISTA,AZ,85635,5204597791,Profit,Y,N,32520,31.5587588,-110.2571037
32521,DIALYSIS CENTER OF GLENDALE (FMC),5957 W. NORTHERN AVENUE #108,,GLENDALE,AZ,85301,6234351155,Profit,Y,N,32521,0,0
32522,PARKER DIALYSIS CENTER (FMC),AGENCY ROAD BLDG 173,,PARKER,AZ,85344,9286699838,Profit,Y,N,32522,34.1465309,-114.299025
32523,PRESCOTT DIALYSIS (DSI),980 WILLOW CREEK ROAD #101,,PRESCOTT,AZ,86301,9287769459,Profit,Y,N,32523,0,0
32524,FLAGSTAFF DIALYSIS CENTER (FMC),5200 E CORTLAND BLVD A1-A4,,FLAGSTAFF,AZ,86004,9285274990,Profit,Y,N,32524,35.213175,-111.576408
32525,DESERT MOUNTAIN DIALYSIS (DVA),9220 E. MOUNTAIN VIEW SUITE 105,,SCOTTSDALE,AZ,85258,4803912241,Profit,Y,N,32525,33.576405,-111.879887
32526,SOUTHWEST MESA DIALYSIS (DSI),1457 W SOUTHERN AVE -  SUITE D19,,MESA,AZ,85202,4808945411,Profit,Y,N,32526,33.3930084,-111.8629436
32528,THUNDERBIRD DIALYSIS (FMC),5750 W THUNDERBIRD RD. BLD G - STE #750,,GLENDALE,AZ,85306,6024399502,Profit,Y,Y,32528,0,0
32530,DESERT VALLEY DIALYSIS (FMC),15846 N. CAVE CREEK RD. #2,,PHOENIX,AZ,85032,6029714555,Profit,Y,N,32530,0,0
32533,GLOBE DIALYSIS (FMC),2250 US HWY 60 SUITE O-2,,MIAMI,AZ,85539,9284252624,Profit,Y,N,32533,36.6270597,-94.9994208
32535,HOME DIALYSIS OF MESA (FMC),"1337 S. GILBERT RD, SUITE 106",,MESA,AZ,85204,4809269222,Profit,N,Y,32535,33.391495,-111.787711
32536,WINSLOW DIALYSIS CENTER (FMC),1313 EAST THIRD STREET,,WINSLOW,AZ,86047,9282893318,Profit,Y,N,32536,35.0193566,-110.6849962
32537,ESTRELLA DIALYSIS CENTER (FMC),5546 WEST ROOSEVELT ST  #1,,PHOENIX,AZ,85043,6023520724,Profit,Y,N,32537,0,0
32539,MESA DIALYSIS CENTER (FMC),1525 NORTH GILBERT RD # 121,,GILBERT,AZ,85234,4804971127,Profit,Y,N,32539,0,0
32540,WESTERN SKIES DIALYSIS INC.,1041 N ARIZOLA RD,,CASA GRANDE,AZ,85122,5208365883,Profit,Y,Y,32540,32.883655,-111.714663
32541,TEMPE DIALYSIS (FMC),1449 W SOUTHERN AVE,,TEMPE,AZ,85282,4809676360,Profit,Y,N,32541,33.392842,-111.9619216
32542,ARCADIA DIALYSIS CENTER (FMC),2702 NORTH 44TH STREET SUITE 107B,,PHOENIX,AZ,85008,6029557475,Profit,Y,N,32542,33.478162,-111.987934
32543,NOGALES DIALYSIS (DVA),1231 WEST TARGET RANGE ROAD,,NOGALES,AZ,85621,5202876597,Profit,Y,N,32543,31.3412155,-110.9597743
32544,LAKE HAVASU DIALYSIS (FMC),1761 MCCULLOCH BLVD. SUITE G,,LAKE HAVASU CITY,AZ,86403,9286804748,Profit,Y,Y,32544,34.477424,-114.341556
32545,SOUTH MOUNTAIN DIALYSIS CENTER (FMC),26 EAST BASELINE SUITE 142,,PHOENIX,AZ,85042,6022688158,Profit,Y,N,32545,33.378801,-112.070599
32546,SUN CITY WEST DIALYSIS (FMC),12213 WEST BELL ROAD #110,,SURPRISE,AZ,85374,6235838865,Profit,Y,N,32546,0,0
32547,SUN CITY DIALYSIS (FMC),10050 WEST BELL ROAD STE. 29-31,,SUN CITY,AZ,85351,6238151770,Profit,Y,N,32547,33.639426,-112.276342
32549,SAFFORD DIALYSIS (FMC),1250 S 20TH AVENUE,,SAFFORD,AZ,85546,9284281400,Profit,Y,Y,32549,32.8259895,-109.7330064
32550,NORTH PHOENIX DIALYSIS (FMC),1957 WEST DUNLAP AVE # 6C,,PHOENIX,AZ,85021,6029431763,Profit,Y,Y,32550,0,0
32551,MESA DIALYSIS (DSI),1337 SOUTH GILBERT ROAD #109,,MESA,AZ,85204,4809261906,Profit,Y,N,32551,0,0
32552,ARROWHEAD DIALYSIS (FMC),16844 NORTH 59TH AVENUE,,GLENDALE,AZ,85306,6024398200,Profit,Y,N,32552,33.637459,-112.1864081
