"Provider Number","Hospital Name","Address1","Address2","Address3","City","State","ZIP Code","County Name","Phone Number","Hospital Type","Hospital Ownership","Emergency Service","GeoProviderId","Lat","Lon"
"10035","CULLMAN REGIONAL MEDICAL CENTER","1912 ALABAMA HIGHWAY 157","","","CULLMAN","AL","35058","CULLMAN","2567372000","Acute Care Hospitals","Government - Hospital District or Authority","Yes","10035","34.1986806","-86.8017683"
"10036","ANDALUSIA REGIONAL HOSPITAL","849 SOUTH THREE NOTCH STREET","","","ANDALUSIA","AL","36420","COVINGTON","3342228466","Acute Care Hospitals","Proprietary","No","10036","31.300339","-86.4911039"
"10038","STRINGFELLOW MEMORIAL HOSPITAL","301 EAST 18TH ST","","","ANNISTON","AL","36201","CALHOUN","2562358900","Acute Care Hospitals","Proprietary","Yes","10038","33.6676752","-85.8342036"
"10039","HUNTSVILLE HOSPITAL","101 SIVLEY RD","","","HUNTSVILLE","AL","35801","MADISON","2562651000","Acute Care Hospitals","Government - Hospital District or Authority","Yes","10039","34.7212822","-86.5814785"
"10040","GADSDEN REGIONAL MEDICAL CENTER","1007 GOODYEAR AVENUE","","","GADSDEN","AL","35903","ETOWAH","2564944000","Acute Care Hospitals","Proprietary","Yes","10040","34.009408","-85.97078"
"10043","CHILTON MEDICAL CENTER","1010 LAY DAM ROAD","","","CLANTON","AL","35045","CHILTON","2057552500","Acute Care Hospitals","Voluntary non-profit - Private","Yes","10043","32.8524747","-86.6229891"
"10044","MARION REGIONAL MEDICAL CENTER","1256 MILITARY STREET SOUTH","","","HAMILTON","AL","35570","MARION","2059216200","Acute Care Hospitals","Voluntary non-profit - Private","Yes","10044","34.126815","-87.990457"
"10045","FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","","","FAYETTE","AL","35555","FAYETTE","2059325966","Acute Care Hospitals","Voluntary non-profit - Other","Yes","10045","33.7075571","-87.8238453"
"10046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","","","GADSDEN","AL","35901","ETOWAH","2565435200","Acute Care Hospitals","Proprietary","Yes","10046","34.0042649","-86.003393"
"10047","GEORGIANA HOSPITAL","515 MIRANDA ST","","","GEORGIANA","AL","36033","BUTLER","3343762205","Acute Care Hospitals","Voluntary non-profit - Private","No","10047","31.6437007","-86.7427444"
"10049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","","","ENTERPRISE","AL","36330","COFFEE","3343470584","Acute Care Hospitals","Proprietary","Yes","10049","31.3184466","-85.855464"
"10050","ST VINCENTS BLOUNT","150 GILBREATH DRIVE","","","ONEONTA","AL","35121","BLOUNT","2052743000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","10050","33.9322722","-86.4930028"
"10051","GREENE COUNTY HOSPITAL","509 WILSON AVENUE","","","EUTAW","AL","35462","GREENE","2053723388","Acute Care Hospitals","Government - Local","No","10051","32.8422006","-87.8901107"
"10052","LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","","","DADEVILLE","AL","36853","TALLAPOOSA","2568257821","Acute Care Hospitals","Proprietary","Yes","10052","32.8200172","-85.741598"
"10054","PARKWAY MEDICAL CENTER","1874 BELTLINE RD SW","","","DECATUR","AL","35601","MORGAN","2563502211","Acute Care Hospitals","Proprietary","Yes","10054","34.575933","-87.016913"
"10055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","","","DOTHAN","AL","36305","HOUSTON","3347935000","Acute Care Hospitals","Proprietary","No","10055","31.238104","-85.457115"
"10056","ST VINCENT'S BIRMINGHAM","810 ST VINCENT'S DRIVE","","","BIRMINGHAM","AL","35205","JEFFERSON","2059397000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","10056","33.50819","-86.787808"
"10058","BIBB MEDICAL CENTER","208 PIERSON AVE","","","CENTREVILLE","AL","35042","BIBB","2059264881","Acute Care Hospitals","Government - Hospital District or Authority","Yes","10058","32.9513574","-87.1445922"
"10059","LAWRENCE MEDICAL CENTER","202 HOSPITAL STREET","","","MOULTON","AL","35650","LAWRENCE","2569742200","Acute Care Hospitals","Government - Hospital District or Authority","No","10059","34.4830506","-87.285755"
"10061","HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD","","","SCOTTSBORO","AL","35768","JACKSON","2562594444","Acute Care Hospitals","Government - Hospital District or Authority","Yes","10061","34.6617149","-86.0466473"
"10062","WIREGRASS MEDICAL CENTER","1200 W MAPLE AVENUE","","","GENEVA","AL","36340","GENEVA","3346843655","Acute Care Hospitals","Government - Hospital District or Authority","Yes","10062","31.0482508","-85.8899909"
"10065","RUSSELL HOSPITAL","3316 HIGHWAY 280","","","ALEXANDER CITY","AL","35010","TALLAPOOSA","2563297100","Acute Care Hospitals","Voluntary non-profit - Private","Yes","10065","32.9457364","-85.9856879"
"10066","FLORALA MEMORIAL HOSPITAL","24273 FIFTH AVENUE","","","FLORALA","AL","36442","COVINGTON","3348583287","Acute Care Hospitals","Government - Federal","Yes","10066","31.0019718","-86.3208622"
"10069","MEDICAL CENTER BARBOUR","820 W WASHINGTON ST","","","EUFAULA","AL","36027","BARBOUR","3346887271","Acute Care Hospitals","Voluntary non-profit - Other","No","10069","31.8887","-85.1562"
"10073","CLAY COUNTY HOSPITAL","83825 HIGHWAY 9    P O BOX 1270","","","ASHLAND","AL","36251","CLAY","2563542131","Acute Care Hospitals","Voluntary non-profit - Other","No","10073","33.2774507","-85.8221225"
"10078","NORTHEAST ALABAMA REGIONAL MED CENTER","400 EAST 10TH STREET","","","ANNISTON","AL","36207","CALHOUN","2562355121","Acute Care Hospitals","Government - Local","Yes","10078","33.657104","-85.8233778"
"10079","ATHENS-LIMESTONE HOSPITAL","700 WEST MARKET STREET","","","ATHENS","AL","35611","LIMESTONE","2562339292","Acute Care Hospitals","Government - Hospital District or Authority","Yes","10079","34.8035098","-86.9772611"
"10083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","1613 NORTH MCKENZIE STREET","","","FOLEY","AL","36535","BALDWIN","2519493400","Acute Care Hospitals","Proprietary","Yes","10083","30.426251","-87.683344"
"10085","DECATUR GENERAL HOSPITAL","1201 7TH STREET SE","","","DECATUR","AL","35609","MORGAN","2563412000","Acute Care Hospitals","Government - Hospital District or Authority","Yes","10085","34.5911687","-86.9726981"
"10086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","","","WINFIELD","AL","35594","MARION","2054877736","Acute Care Hospitals","Proprietary","No","10086","33.9301905","-87.8248436"
"10087","UNIV OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","","","MOBILE","AL","36617","MOBILE","2514717110","Acute Care Hospitals","Government - State","Yes","10087","30.706229","-88.099086"
"10089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","","","JASPER","AL","35502","WALKER","2053874000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","10089","33.7379125","-84.9777692"
"10090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","","","MOBILE","AL","36608","MOBILE","2516331000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","10090","30.6819862","-88.1989725"
"10091","GROVE HILL MEMORIAL HOSPITAL","295 JACKSON HWY S","","","GROVE HILL","AL","36451","CLARKE","2512753191","Acute Care Hospitals","Voluntary non-profit - Other","Yes","10091","31.7087681","-87.7772218"
"10092","D C H REGIONAL MEDICAL CENTER","809 UNIVERSITY BOULEVARD EAST","","","TUSCALOOSA","AL","35401","TUSCALOOSA","2057597111","Acute Care Hospitals","Government - Hospital District or Authority","Yes","10092","33.205212","-87.525457"
"10095","HALE COUNTY HOSPITAL","508 GREEN STREET","","","GREENSBORO","AL","36744","HALE","3346243024","Acute Care Hospitals","Voluntary non-profit - Other","No","10095","32.6947556","-87.5874393"
"10097","ELMORE COMMUNITY HOSPITAL","500 HOSPITAL DRIVE","","","WETUMPKA","AL","36092","ELMORE","3345674311","Acute Care Hospitals","Government - State","Yes","10097","32.5512167","-86.1901674"
"10099","D W MCMILLAN MEMORIAL HOSPITAL","1301 BELLEVILLE AVENUE","","","BREWTON","AL","36426","ESCAMBIA","2518678061","Acute Care Hospitals","Government - Hospital District or Authority","Yes","10099","31.1249686","-87.0712891"
"10100","THOMAS HOSPITAL","750 MORPHY AVENUE","","","FAIRHOPE","AL","36532","BALDWIN","2519282375","Acute Care Hospitals","Government - Hospital District or Authority","No","10100","30.5199729","-87.8881687"
"10101","CITIZENS BAPTIST MEDICAL CENTER","604 STONE AVENUE","","","TALLADEGA","AL","35161","TALLADEGA","2567614542","Acute Care Hospitals","Voluntary non-profit - Private","Yes","10101","33.4397956","-86.0921538"
"10102","J PAUL JONES HOSPITAL","317 MCWILLIAMS AVENUE","","","CAMDEN","AL","36726","WILCOX","3346824131","Acute Care Hospitals","Voluntary non-profit - Other","Yes","10102","31.998628","-87.2995352"
"10103","PRINCETON BAPTIST MEDICAL CENTER","701 PRINCETON AVENUE SOUTHWEST","","","BIRMINGHAM","AL","35211","JEFFERSON","2057833800","Acute Care Hospitals","Voluntary non-profit - Church","Yes","10103","33.498573","-86.845996"
"10104","TRINITY MEDICAL CENTER","800 MONTCLAIR RD","","","BIRMINGHAM","AL","35213","JEFFERSON","2055921000","Acute Care Hospitals","Proprietary","No","10104","33.5141538","-86.7485462"
"10108","PRATTVILLE BAPTIST HOSPITAL","124 S MEMORIAL DR","","","PRATTVILLE","AL","36067","AUTAUGA","3343614267","Acute Care Hospitals","Government - Hospital District or Authority","Yes","10108","32.464172","-86.451767"
"10109","PICKENS COUNTY MEDICAL CENTER","241 ROBERT K WILSON","","","CARROLLTON","AL","35447","PICKENS","2053678111","Acute Care Hospitals","Voluntary non-profit - Other","Yes","10109","33.2617871","-88.0950263"
"10110","BULLOCK COUNTY HOSPITAL","102 WEST CONECUH AVENUE","","","UNION SPRINGS","AL","36089","BULLOCK","3347382140","Acute Care Hospitals","Government - Federal","No","10110","32.1433249","-85.7146795"
"10112","BRYAN W WHITFIELD MEM HOSP INC","105 HIGHWAY 80 EAST","","","DEMOPOLIS","AL","36732","MARENGO","3342894000","Acute Care Hospitals","Government - Hospital District or Authority","Yes","10112","32.5035487","-87.8364067"
"10113","MOBILE INFIRMARY","5 MOBILE INFIRMARY CIRCLE","","","MOBILE","AL","36652","MOBILE","2514354700","Acute Care Hospitals","Voluntary non-profit - Private","Yes","10113","30.693909","-88.079773"
"10114","MEDICAL WEST AN AFFILIATE OF UAB HEALTH SYSTEM","995 9TH AVENUE SOUTHWEST","","","BESSEMER","AL","35021","JEFFERSON","2054817000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","10114","33.372593","-86.990545"
"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","","","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","10118","32.4302045","-87.0551424"
"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","","","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","10120","31.497139","-87.319468"
"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","","","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","10125","34.2476163","-87.5783533"
"10126","TROY REGIONAL MEDICAL CENTER","1330 HIGHWAY 231 SOUTH","","","TROY","AL","36081","PIKE","3346705000","Acute Care Hospitals","Government - Federal","Yes","10126","31.8715601","-86.0040882"
"10128","JACKSON MEDICAL CENTER","220 HOSPITAL DRIVE","","","JACKSON","AL","36545","CLARKE","2512469021","Acute Care Hospitals","Proprietary","Yes","10128","31.5302989","-87.8931936"
"10129","NORTH BALDWIN INFIRMARY","1815 HAND AVENUE","","","BAY MINETTE","AL","36507","BALDWIN","2519375521","Acute Care Hospitals","Voluntary non-profit - Private","No","10129","30.9010691","-87.782717"
"10130","ST VINCENT'S ST CLAIR","2805 DR JOHN HAYNES DRIVE","","","PELL CITY","AL","35125","SAINT CLAIR","2053383301","Acute Care Hospitals","Voluntary non-profit - Private","Yes","10130","33.6043617","-86.2769263"
"10131","CRESTWOOD MEDICAL CENTER","ONE HOSPITAL DR SE","","","HUNTSVILLE","AL","35801","MADISON","2568823100","Acute Care Hospitals","Proprietary","Yes","10131","34.692792","-86.571787"
"10137","COOPER GREEN MERCY HOSPITAL","1515 6TH AVENUE SOUTH","","","BIRMINGHAM","AL","35233","JEFFERSON","2059303200","Acute Care Hospitals","Government - Local","No","10137","33.5036451","-86.807335"
"10138","HILL HOSPITAL OF SUMTER COUNTY","751 DERBY DRIVE","","","YORK","AL","36925","SUMTER","2053925263","Acute Care Hospitals","Voluntary non-profit - Other","Yes","10138","32.4917407","-88.2959905"
"10139","BROOKWOOD MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","","","BIRMINGHAM","AL","35209","JEFFERSON","2058771000","Acute Care Hospitals","Proprietary","Yes","10139","33.4627679","-86.7770908"
"10144","SPRINGHILL MEDICAL CENTER","3719 DAUPHIN STREET","","","MOBILE","AL","36608","MOBILE","2513449630","Acute Care Hospitals","Proprietary","Yes","10144","30.685293","-88.131058"
"10145","NORTHPORT MEDICAL CENTER","2700 HOSPITAL DRIVE","","","NORTHPORT","AL","35476","TUSCALOOSA","2053334500","Acute Care Hospitals","Government - Hospital District or Authority","Yes","10145","33.23361","-87.571248"
"10146","JACKSONVILLE MEDICAL CENTER","1701 SOUTH PELHAM ROAD","","","JACKSONVILLE","AL","36265","CALHOUN","2567824538","Acute Care Hospitals","Proprietary","Yes","10146","33.7825306","-85.761709"
"10148","EVERGREEN MEDICAL CENTER","101 CRESTVIEW AVENUE","","","EVERGREEN","AL","36401","CONECUH","2515782480","Acute Care Hospitals","Proprietary","No","10148","31.4312802","-86.9414221"
"10149","BAPTIST MEDICAL CENTER EAST","400 TAYLOR ROAD","","","MONTGOMERY","AL","36117","MONTGOMERY","3342448330","Acute Care Hospitals","Government - Hospital District or Authority","Yes","10149","32.387975","-86.175763"
"01014F","BIRMINGHAM VA MEDICAL CENTER","700 SOUTH 19TH STREET","","","BIRMINGHAM                    ","AL","35233","JEFFERSON","2059334515","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","NO","01014F","33.504285","-86.800961"
"10150","L V STABLER MEMORIAL HOSPITAL","29 L V STABLER DRIVE","","","GREENVILLE","AL","36037","BUTLER","3343822200","Acute Care Hospitals","Proprietary","Yes","10150","31.8288882","-86.6454225"
"10152","INFIRMARY WEST","5600 GIRBY RD","","","MOBILE","AL","36693","MOBILE","2516605236","Acute Care Hospitals","Government - State","No","10152","30.6184356","-88.1668772"
"10157","SHOALS HOSPITAL","201 WEST AVALON AVENUE","","","MUSCLE SHOALS","AL","35661","COLBERT","2563861601","Acute Care Hospitals","Government - Hospital District or Authority","Yes","10157","34.744963","-87.6754578"
"10158","RUSSELLVILLE HOSPITAL","15155 HIGHWAY 43","","","RUSSELLVILLE","AL","35653","FRANKLIN","2563321611","Acute Care Hospitals","Proprietary","Yes","10158","34.5096419","-87.7174653"
"10164","COOSA VALLEY MEDICAL CENTER","315 W HICKORY ST","","","SYLACAUGA","AL","35150","TALLADEGA","2562495000","Acute Care Hospitals","Voluntary non-profit - Other","No","10164","33.165474","-86.2538019"
"10167","UAB HIGHLANDS","1201 11TH AVENUE SOUTH","","","BIRMINGHAM","AL","35205","JEFFERSON","2059307000","Acute Care Hospitals","Government - Hospital District or Authority","Yes","10167","33.4953442","-86.8073552"
"10168","SUMMIT HOSPITAL","4401 RIVER CHASE DRIVE","","","PHENIX CITY","AL","36867","RUSSELL","3347323456","Acute Care Hospitals","Government - State","Yes","10168","32.5080845","-85.0086714"
"10169","ATMORE COMMUNITY HOSPITAL","401 MEDICAL PARK DRIVE","","","ATMORE","AL","36502","ESCAMBIA","2513682500","Acute Care Hospitals","Government - Hospital District or Authority","No","10169","31.016364","-87.479346"
"01019F","VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY","215 PERRY HILL ROAD","","","MONTGOMERY                    ","AL","36109","MONTGOMERY","3342604100","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","NO","01019F","32.379637","-86.246603"
"01021F","TUSCALOOSA VA MEDICAL CENTER","3701 LOOP ROAD","","","TUSCALOOSA                    ","AL","35404","TUSCALOOSA","2055542000","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","NO","01021F","33.191336","-87.48594"
"11300","WASHINGTON COUNTY HOSPITAL","649 ST STEPHENS AVENUE HIGHWAY 56","","","CHATOM","AL","36518","WASHINGTON","2518472223","Critical Access Hospitals","Government - Hospital District or Authority","Yes","11300","31.4648792","-88.2543946"
"11302","RED BAY HOSPITAL","211 HOSPITAL ROAD","","","RED BAY","AL","35582","FRANKLIN","2563569532","Critical Access Hospitals","Government - Hospital District or Authority","Yes","11302","34.4575221","-88.1477315"
"11303","RANDOLPH MEDICAL CENTER","59928 HIGHWAY 22   P O BOX 670","","","ROANOKE","AL","36274","RANDOLPH","3348634111","Critical Access Hospitals","Government - Hospital District or Authority","Yes","11303","33.1614104","-85.403051"
"13301","UNIV OF S AL CHILDREN'S & WOMEN'S HOS","1700 CENTER STREET","","","MOBILE","AL","36604","MOBILE","2514151000","Childrens","Government - State","Yes","13301","30.6976","-88.077931"
"20001","PROVIDENCE ALASKA MEDICAL CENTER","BOX 196604","","","ANCHORAGE","AK","99519","ANCHORAGE","9072613675","Acute Care Hospitals","Voluntary non-profit - Private","No","20001","60.9490067","-149.1703257"
"20006","MAT-SU REGIONAL MEDICAL CENTER","2500 SOUTH WOODWORTH LOOP","","","PALMER","AK","99645","MATANUSKA SUSITNA","9077468600","Acute Care Hospitals","Voluntary non-profit - Private","Yes","20006","61.562971","-149.2578179"
"20008","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DR","","","JUNEAU","AK","99801","JUNEAU","9077968900","Acute Care Hospitals","Proprietary","Yes","20008","58.3299128","-134.4649957"
"20012","FAIRBANKS MEMORIAL HOSPITAL","1650 COWLES STREET","","","FAIRBANKS","AK","99701","FAIRBANKS NORTH STAR","9074528181","Acute Care Hospitals","Voluntary non-profit - Other","Yes","20012","64.8310939","-147.739887"
"20017","ALASKA REGIONAL HOSPITAL","2801 DEBARR ROAD","","","ANCHORAGE","AK","99508","ANCHORAGE","9072761131","Acute Care Hospitals","Proprietary","Yes","20017","61.21056","-149.828711"
"20018","YUKON KUSKOKWIM DELTA REG HOSPITAL","PO BOX 287","","","BETHEL","AK","99559","BETHEL","9075436300","Acute Care Hospitals","Government - Federal","No","20018","60.7922222","-161.7558333"
"20024","CENTRAL PENINSULA GENERAL HOSPITAL","250 HOSPITAL PLACE","","","SOLDOTNA","AK","99669","KENAI PENINSULA","9072624404","Acute Care Hospitals","Voluntary non-profit - Other","Yes","20024","60.493924","-151.074973"
"20026","ALASKA NATIVE MEDICAL CENTER","4315 DIPLOMACY DR","","","ANCHORAGE","AK","99508","ANCHORAGE","9075632662","Acute Care Hospitals","Government - Federal","Yes","20026","61.1820426","-149.8003847"
"20027","MT EDGECUMBE HOSPITAL","222 TONGASS DR","","","SITKA","AK","99835","SITKA","9079662411","Acute Care Hospitals","Voluntary non-profit - Private","Yes","20027","57.0522529","-135.3559754"
"021302","PROVIDENCE SEWARD HOSPITAL","417 FIRST AVENUE PO BOX 365","","","SEWARD","AK","99664","KENAI PENINSULA","9072245205","Critical Access Hospitals","Government - Local","Yes","021302","60.1050964","-149.4453653"
"21303","SITKA COMMUNITY HOSPITAL","209 MOLLER DRIVE","","","SITKA","AK","99835","SITKA","9077473241","Critical Access Hospitals","Government - Local","Yes","21303","57.0581","-135.3460807"
"21305","WRANGELL MEDICAL CENTER","310 BENNETT STREET PO BOX 1081","","","WRANGELL","AK","99929","","9078747000","Critical Access Hospitals","Government - Local","Yes","21305","56.472941","-132.3753178"
"21306","PROVIDENCE KODIAK ISLAND MEDICAL CTR","1915 EAST REZANOF DRIVE","","","KODIAK","AK","99615","KODIAK ISLAND","9074869592","Critical Access Hospitals","Voluntary non-profit - Private","Yes","21306","57.8002284","-152.3752791"
"021308","NORTON SOUND REGIONAL HOSPITAL","306 WEST 5TH AVENUE PO BOX 966","","","NOME","AK","99762","NOME","9074433311","Critical Access Hospitals","Voluntary non-profit - Private","Yes","021308","64.4986943","-165.3910899"
"21311","KETCHIKAN GENERAL HOSPITAL","3100 TONGASS AVENUE","","","KETCHIKAN","AK","99901","KETCHIKAN GATEWAY","9072255171","Critical Access Hospitals","Voluntary non-profit - Church","Yes","21311","55.35397","-131.685976"
"21313","SOUTH PENINSULA HOSPITAL","4300 BARTLETT ST","","","HOMER","AK","99603","KENAI PENINSULA","9072358101","Critical Access Hospitals","Government - Local","Yes","21313","59.653178","-151.548075"
"30001","MARYVALE HOSPITAL","5102 WEST CAMPBELL AVENUE","","","PHOENIX","AZ","85031","MARICOPA","6238485000","Acute Care Hospitals","Proprietary","Yes","30001","33.502772","-112.170444"
"30002","BANNER GOOD SAMARITAN MEDICAL CENTER","1111 EAST MCDOWELL ROAD","","","PHOENIX","AZ","85006","MARICOPA","6022392000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","30002","33.465137","-112.057972"
"30006","TUCSON MEDICAL CENTER","5301 EAST GRANT ROAD","","","TUCSON","AZ","85712","PIMA","5203275461","Acute Care Hospitals","Voluntary non-profit - Private","Yes","30006","32.253008","-110.881327"
"30007","VERDE VALLEY MEDICAL CENTER","269 SOUTH CANDY LANE","","","COTTONWOOD","AZ","86326","YAVAPAI","9286396000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","30007","34.7347317","-112.0314952"
"30010","CARONDELET ST  MARYS HOSPITAL","1601 WEST ST MARY'S ROAD","","","TUCSON","AZ","85745","PIMA","5208723000","Acute Care Hospitals","Proprietary","Yes","30010","32.227465","-111.000135"
"30011","CARONDELET ST JOSEPHS HOSPITAL","350 NORTH WILMOT ROAD","","","TUCSON","AZ","85711","PIMA","5208733000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","30011","32.226362","-110.85484"
"30012","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","","","PRESCOTT","AZ","86301","YAVAPAI","9284452700","Acute Care Hospitals","Proprietary","Yes","30012","34.560171","-112.4821605"
"30013","YUMA REGIONAL MEDICAL CENTER","2400 SOUTH AVENUE A","","","YUMA","AZ","85364","YUMA","9283367275","Acute Care Hospitals","Voluntary non-profit - Private","Yes","30013","32.683561","-114.633601"
