"Provider Number","Hospital Name","Address1","Address2","Address3","City","State","ZIP Code","County Name","Phone Number","Hospital Type","Hospital Ownership","Emergency Service","GeoProviderId","Lat","Lon"
"361306","ALLEN COMMUNITY HOSPITAL","200 WEST LORAIN STREET","","","OBERLIN","OH","44074","LORAIN","4407751211","Critical Access Hospitals","Voluntary non-profit - Private","Yes","361306","41.2942449","-82.2247812"
"361307","UHHS MEMORIAL HOSPITAL OF GENEVA","870 WEST MAIN STREET","","","GENEVA","OH","44041","ASHTABULA","4404661141","Critical Access Hospitals","Voluntary non-profit - Private","Yes","361307","41.798904","-80.9621109"
"361308","UNIVERSITY HOSPITALS CONNEAUT MEDICAL CENTER","158 WEST MAIN ROAD","","","CONNEAUT","OH","44030","ASHTABULA","4405931131","Critical Access Hospitals","Voluntary non-profit - Other","Yes","361308","41.937683","-80.5865199"
"361309","HENRY COUNTY HOSPITAL INC","1600 EAST RIVERVIEW AVENUE","","","NAPOLEON","OH","43545","HENRY","4195924015","Critical Access Hospitals","Voluntary non-profit - Private","Yes","361309","41.4099053","-84.0959242"
"361310","MERCY HOSPITAL OF WILLARD","110 E HOWARD ST","","","WILLARD","OH","44890","HURON","4199645000","Critical Access Hospitals","Voluntary non-profit - Other","Yes","361310","41.048385","-82.724304"
"361311","HARRISON COMMUNITY HOSPITAL","951 EAST MARKET STREET","","","CADIZ","OH","43907","HARRISON","7409424631","Critical Access Hospitals","Voluntary non-profit - Private","Yes","361311","40.258213","-80.9792345"
"361312","MERCY MEMORIAL HOSPITAL","904 SCIOTO AVENUE","","","URBANA","OH","43078","CHAMPAIGN","9374846147","Critical Access Hospitals","Voluntary non-profit - Church","Yes","361312","40.106751","-83.729026"
"361313","MORROW COUNTY HOSPITAL","651 WEST MARION ROAD","","","MOUNT GILEAD","OH","43338","MORROW","4199493180","Critical Access Hospitals","Government - Local","Yes","361313","40.549133","-82.8491839"
"361314","H B MAGRUDER MEMORIAL HOSPITAL","615 FULTON ST","","","PORT CLINTON","OH","43452","OTTAWA","4197343131","Critical Access Hospitals","Voluntary non-profit - Private","Yes","361314","41.505821","-82.931965"
"361315","HARDIN MEMORIAL HOSPITAL","921 EAST FRANKLIN STREET","","","KENTON","OH","43326","HENRY","4196730761","Critical Access Hospitals","Voluntary non-profit - Other","Yes","361315","40.64571","-83.595654"
"361316","BUCYRUS COMMUNITY HOSPITAL","629 NORTH SANDUSKY AVENUE","","","BUCYRUS","OH","44820","CRAWFORD","4195624677","Critical Access Hospitals","Voluntary non-profit - Other","Yes","361316","40.815849","-82.977675"
"361318","FOSTORIA COMMUNITY HOSPITAL","501 VAN BUREN STREET","","","FOSTORIA","OH","44830","SENECA","4194357734","Critical Access Hospitals","Voluntary non-profit - Private","Yes","361318","41.1631209","-83.4232619"
"361319","SELBY GENERAL HOSPITAL","1106 COLEGATE DRIVE","","","MARIETTA","OH","45750","WASHINGTON","7405682000","Critical Access Hospitals","Voluntary non-profit - Private","Yes","361319","39.439806","-81.443771"
"361320","HOLZER MEDICAL CENTER JACKSON","500 BURLINGTON ROAD","","","JACKSON","OH","45640","JACKSON","7403958500","Critical Access Hospitals","Voluntary non-profit - Private","Yes","361320","39.0302417","-82.6380792"
"361321","BARNESVILLE HOSPITAL ASSOCIATION INC","639 WEST MAIN STREET","","","BARNESVILLE","OH","43713","BELMONT","7404255101","Critical Access Hospitals","Voluntary non-profit - Private","Yes","361321","39.990345","-81.185113"
"361322","BLUFFTON HOSPITAL","139 GARAU STREET","","","BLUFFTON","OH","45817","ALLEN","4193589010","Critical Access Hospitals","Voluntary non-profit - Private","Yes","361322","40.8875249","-83.897457"
"361323","DUNLAP MEMORIAL HOSPITAL","832 SOUTH MAIN STREET","","","ORRVILLE","OH","44667","WAYNE","3306823010","Critical Access Hospitals","Voluntary non-profit - Private","Yes","361323","40.8325122","-81.7645569"
"361324","MEDCENTRAL HEALTH SYSTEM SHELBY HOSPITAL","199 WEST MAIN STREET","","","SHELBY","OH","44875","RICHLAND","4193425015","Critical Access Hospitals","Voluntary non-profit - Private","Yes","361324","40.8812235","-82.6733709"
"361325","GALION COMMUNITY HOSPITAL","269 PORTLAND WAY SOUTH","","","GALION","OH","44833","CRAWFORD","4194684841","Critical Access Hospitals","Voluntary non-profit - Church","Yes","361325","40.731983","-82.802364"
"361326","ADAMS COUNTY REGIONAL MEDICAL CENTER","230 MEDICAL CENTER DRIVE","","","SEAMAN","OH","45679","ADAMS","9373863400","Critical Access Hospitals","Government - Local","Yes","361326","38.9341208","-83.5858434"
"361328","DEFIANCE REGIONAL MEDICAL CENTER","1200 RALSTON AVENUE","","","DEFIANCE","OH","43512","DEFIANCE","4197836955","Critical Access Hospitals","Voluntary non-profit - Private","Yes","361328","41.298516","-84.376954"
"361329","WYANDOT MEMORIAL HOSPITAL","885 NORTH SANDUSKY AVENUE","","","UPPER SANDUSKY","OH","43351","WYANDOT","4192944991","Critical Access Hospitals","Government - Hospital District or Authority","Yes","361329","40.8398372","-83.2809031"
"361330","HOCKING VALLEY COMMUNITY HOSPITAL","STATE ROUTE 664N","","","LOGAN","OH","43138","HOCKING","7403808000","Critical Access Hospitals","Voluntary non-profit - Other","Yes","361330","39.5260957","-82.4613382"
"361331","FAYETTE COUNTY MEMORIAL HOSPITAL","1430 COLUMBUS AVENUE","","","WASHINGTON CH","OH","43160","FAYETTE","7403331210","Critical Access Hospitals","Government - Local","Yes","361331","39.7036552","-83.2799027"
"361332","HIGHLAND DISTRICT HOSPITAL","1275 NORTH HIGH STREET","","","HILLSBORO","OH","45133","HIGHLAND","9373936100","Critical Access Hospitals","Government - Hospital District or Authority","Yes","361332","39.2249636","-83.6096946"
"361333","FULTON COUNTY HEALTH CENTER","725 SOUTH SHOOP AVENUE","","","WAUSEON","OH","43567","FULTON","4193352015","Critical Access Hospitals","Voluntary non-profit - Private","Yes","361333","41.538388","-84.13269"
"361334","PIKE COMMUNITY HOSPITAL","100 DAWN LANE","","","WAVERLY","OH","45690","PIKE","7409472186","Critical Access Hospitals","Voluntary non-profit - Private","Yes","361334","39.1176715","-83.0063966"
"370001","HILLCREST MEDICAL CENTER","1120 SOUTH UTICA AVENUE","","","TULSA","OK","74104","TULSA","9185791000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","370001","36.146872","-95.96841"
"370002","WOODWARD REGIONAL HOSPITAL","900 17TH STREET","","","WOODWARD","OK","73801","WOODWARD","5802565511","Acute Care Hospitals","Proprietary","Yes","370002","36.438328","-99.4009148"
"370004","INTEGRIS BAPTIST REG HEALTH CENTER","200 SECOND AVENUE SOUTHWEST BOX 1207","","","MIAMI","OK","74355","OTTAWA","9185426611","Acute Care Hospitals","Voluntary non-profit - Other","Yes","370004","36.87","-94.88"
"370006","PONCA CITY MEDICAL CENTER","1900 NORTH 14TH STREET","","","PONCA CITY","OK","74601","KAY","5807653321","Acute Care Hospitals","Proprietary","Yes","370006","36.725639","-97.068586"
"370007","NEWMAN MEMORIAL HOSPITAL","905 SOUTH MAIN STREET","","","SHATTUCK","OK","73858","ELLIS","5809382551","Acute Care Hospitals","Government - Hospital District or Authority","Yes","370007","36.2686394","-99.8815339"
"370008","NORMAN REGIONAL HEALTH SYSTEM","901 NORTH PORTER","","","NORMAN","OK","73070","CLEVELAND","4053211700","Acute Care Hospitals","Government - Local","Yes","370008","35.230279","-97.440108"
"370011","MERCY HOSPITAL EL RENO","2115 PARK VIEW DRIVE","","","EL RENO","OK","73036","CANADIAN","4052622640","Acute Care Hospitals","Government - Local","Yes","370011","35.5306461","-97.9770035"
"370013","MERCY HEALTH CENTER INC","4300 WEST MEMORIAL ROAD","","","OKLAHOMA CITY","OK","73120","OKLAHOMA","4057551515","Acute Care Hospitals","Voluntary non-profit - Church","Yes","370013","35.607345","-97.59693"
"370014","MEDICAL CENTER OF SOUTHEASTERN OKLAHOMA","1800 UNIVERSITY BOULEVARD","","","DURANT","OK","74702","BRYAN","4059243080","Acute Care Hospitals","Proprietary","Yes","370014","34.006549","-96.393983"
"370015","INTEGRIS MAYES COUNTY MEDICAL CENTER","111 NORTH BAILEY STREET","","","PRYOR","OK","74361","MAYES","9188251600","Acute Care Hospitals","Voluntary non-profit - Other","Yes","370015","36.3074848","-95.3053338"
"370016","INTEGRIS BASS BAPTIST HEALTH CENTER","600 SOUTH MONROE","","","ENID","OK","73701","GARFIELD","4052332300","Acute Care Hospitals","Voluntary non-profit - Private","Yes","370016","36.3907559","-97.8866263"
