PROVNUM,FACNAME,PHYADDR1,PHYADDR2,PHYCITY,PHYSTATE,PHYZIP,PHONENUM,OWNTYPE,In-center Hemo,in-center PD,ref_id,Lat,Lon
182554,FMC -  DIALYSIS OF MAYFIELD,1029 MEDICAL CENTER CIRCLE STE 301,,MAYFIELD,KY,42066,2702477291,Profit,Y,N,182554,36.7580863,-88.6523616
182555,FMC - MT. STERLING,75 STERLING WAY,,MOUNT STERLING,KY,40353,8594990630,Profit,N,N,182555,38.0469751,-83.9397683
182556,FMC-  LEXINGTON SOUTH DIALYSIS,171 N  EAGLE CREEK DR  STE 110,,LEXINGTON,KY,40509,8592647775,Profit,Y,N,182556,0,0
182557,KENTUCKY NEPHROLOGY,1101 WINCHESTER RD -  SUITE 200,,LEXINGTON,KY,40505,8592254595,Profit,N,Y,182557,0,0
182558,FMC - KENTUCKY RENAL CARE GROUP - LEXINGTON EAST,"1101 WINCHESTER RD., SUITE 100",,LEXINGTON,KY,40505,8592254922,Profit,Y,N,182558,38.04244,-84.466078
182559,FMC - SOUTH PADUCAH,1061 HUSBAND RD,,PADUCAH,KY,42003,2704425020,Profit,Y,N,182559,0,0
182560,FMC - PAINTSVILLE,620 JEFFERSON AVE,,PAINTSVILLE,KY,41240,6067892278,Non-Profit,Y,N,182560,0,0
182561,CALDWELL COUNTY DIALYSIS,401 S. JEFFERSON STREET,,PRINCETON,KY,42445,2703657588,Profit,Y,N,182561,0,0
182562,FMC - GREENUP,965 TOWNHILL PLAZA,,GREENUP,KY,41144,6064730410,Profit,Y,N,182562,38.573,-82.829066
182563,FMC - LEXINGTON NORTH,"1610  LEESTOWN RD., SUITE 180",,LEXINGTON,KY,40511,8592540671,Profit,Y,N,182563,38.066144,-84.527543
182564,LONDON DIALYSIS CLINIC,775 N LAUREL RD,,LONDON,KY,40741,6068628888,Profit,Y,N,182564,37.1702681,-84.1229589
182565,FMC - NA HARLAN,136 VILLAGE CENTER RD,,HARLAN,KY,40831,6065740005,Profit,Y,Y,182565,36.8431441,-83.321848
182566,DAVITA - WHITESBURG DIALYSIS,"222 HOSPITAL ROAD STE, D",,WHITESBURG,KY,41858,6066333232,Profit,Y,N,182566,37.1148054,-82.8106386
182567,FMC-SOUTH CENTRAL LOUISVILLE,"8319 PRESTON HIGHWAY SUITE C,D,E",,LOUISVILLE,KY,40219,5029682225,Profit,Y,N,182567,38.1314009,-85.681537
182568,BARDSTOWN DIALYSIS,210 W JOHN FITCH AVENUE,,BARDSTOWN,KY,40004,5023501130,Profit,Y,N,182568,37.8081903,-85.4691706
182569,FMC - NALCO HOME PROGRAM,"1591 WINCHESTER RD.,  STE 102",,LEXINGTON,KY,40505,8592993379,Profit,N,Y,182569,38.043486,-84.450382
182570,DAVITA - LOUISVILLE DIALYSIS,8037 DIXIE HIGHWAY,,LOUISVILLE,KY,40258,5029379111,Profit,Y,Y,182570,38.133583,-85.84505
182571,FMC OF CYNTHIANA,994 US HWY 27 SO. SUITE 6,,CYNTHIANA,KY,41031,8592350542,Profit,Y,Y,182571,38.3951843,-84.2967282
182572,DAVITA - LAGRANGE DIALYSIS CENTER,240 PARKER DRIVE,,LA GRANGE,KY,40031,5022225527,Profit,Y,N,182572,38.4018016,-85.3784717
182573,FMC OF JACKSON,1550  US HIGHWAY 15 SOUTH,,JACKSON,KY,41339,6066934770,Profit,Y,N,182573,37.5642811,-83.3996406
182574,LEITCHFIELD DIALYSIS,"912 WALLACE AVE.,  SUITE 106",,LEITCHFIELD,KY,42754,2702300153,Profit,Y,N,182574,37.4730493,-86.2868321
182575,FMC - DIALYSIS SERVICES OF OLDHAM COUNTY,"2100 BUTTON LANE, SUITE 105",,LA GRANGE,KY,40031,5022256223,Profit,Y,N,182575,38.3982284,-85.4022153
182576,FMC - BARDSTOWN,"317 KENTUCKY HOME SQUARE, SUITE 3",,BARDSTOWN,KY,40004,5023483996,Profit,Y,N,182576,37.8060569,-85.4555319
182577,DAVITA - SPRINGHURST DIALYSIS CENTER,10201 CHAMPION FARMS DR,,LOUISVILLE,KY,40241,5024252131,Profit,Y,N,182577,38.2962015,-85.5630303
182578,FMC - NA OF GRAYSON,286 STATE HIGHWAY 1947,,GRAYSON,KY,41143,6064740475,Profit,Y,N,182578,38.3452121,-82.9644893
182580,LOUISA - FORT GAY REGIONAL DIALYSIS,2145 HIGHWAY 2565,,LOUISA,KY,41230,6066383403,Profit,Y,Y,182580,38.0949802,-82.6134459
182581,WEST BROADWAY DIALYSIS,720 WEST BROADWAY,,LOUISVILLE,KY,40202,5025842059,Profit,Y,Y,182581,38.2465742,-85.7644712
182582,TURFWAY DIALYSIS,"11 SPIRAL DRIVE, SUITE 15A",,FLORENCE,KY,41042,8593711263,Profit,Y,N,182582,39.019086,-84.640559
182583,COLD SPRING DIALYSIS,430 CROSSROADS BLVD,,COLD SPRING,KY,41076,8594413981,Profit,Y,N,182583,39.004115,-84.417303
182584,FMC - FRANKFORT,608 CHAMBERLIN AVE.,,FRANKFORT,KY,40601,5026070731,Profit,Y,N,182584,38.158918,-84.9165536
182586,TURFWAY PD TRAINING,"11 SPIRAL DRIVE, SUITE 15A",,FLORENCE,KY,41042,8596472802,Profit,N,Y,182586,39.019086,-84.640559
182587,GEORGETOWN DIALYSIS CLINIC,98 MARY LYNN DRIVE,,GEORGETOWN,KY,40324,5028673855,Profit,Y,Y,182587,38.1813168,-84.5588133
182588,FMC - NICHOLASVILLE DIALYSIS,115 ORCHARD PLACE DR.,,NICHOLASVILLE,KY,40356,8598810332,Profit,Y,N,182588,37.8806341,-84.5729961
182589,DAVITA - MAYSVILLE,489 TUCKER DRIVE,,MAYSVILLE,KY,41056,6067590923,Profit,Y,Y,182589,38.6249144,-83.7943547
182590,FMC OF NORTHEAST LOUISVILLE,3701 CHAMBERLAIN LANE,,LOUISVILLE,KY,40241,5023271144,Profit,Y,N,182590,38.301631,-85.545121
182591,FMC - BOONE COUNTY,7205 DIXIE HIGHWAY,,FLORENCE,KY,41042,8595251060,Profit,Y,Y,182591,38.9983354,-84.6263724
182592,DAVITA - MEADOWS EAST,"2529 SIX MILE LANE, SUITE B",,LOUISVILLE,KY,40220,5024994384,Profit,Y,N,182592,38.2105858,-85.587217
182593,RAI - BARBOURVILLE HOME THERAPY CTR.,"315 HOSPITAL DR., SUITE 3,  KNOX PROFESSIONAL PARK.",,BARBOURVILLE,KY,40906,6065456600,Profit,N,Y,182593,36.8664765,-83.8888138
182594,FMS - MADISONVILLE DIALYSIS,1020 WATERFALL COURT,,MADISONVILLE,KY,42431,2708253792,Profit,Y,Y,182594,37.3281005,-87.4988882
182595,WILLIAMSTOWN DIALYSIS,"103 BARNES ROAD, STE. A",,WILLIAMSTOWN,KY,41097,8598230500,Profit,Y,N,182595,38.6520522,-84.5728496
182596,FMC - LEBANON MARION COUNTY,"703 EAST MAIN STREET, SUITE 2",,LEBANON,KY,40033,2706921558,Profit,Y,N,182596,37.5757492,-85.2330177
182597,MADISONVILLE DIALYSIS CENTER,"435 N. KENTUCKY AVE., SUITE B",,MADISONVILLE,KY,42431,2708217836,Profit,Y,N,182597,37.334019,-87.4927716
182598,SOUTH WILLIAMSON DIALYSIS,204 APPALACHIAN PLAZA,,SOUTH WILLIAMSON,KY,41503,6062376221,Profit,Y,Y,182598,37.6658973,-82.2744504
182599,FMC - OF HARDIN COUNTY,"1324 WOODLAND DRIVE, STE B",,ELIZABETHTOWN,KY,42701,2707630396,Profit,Y,N,182599,37.7261295,-85.8854129
182600,SHEPHERDSVILLE DIALYSIS,"150 BROOKS WAY, SUITE 15",,BROOKS,KY,40109,5029552153,Profit,Y,N,182600,38.0628487,-85.7271705
182601,DAVITA - HAMBURG DIALYSIS,"1745 ALYSHEBA WAY, SUITE 110",,LEXINGTON,KY,40509,8595430084,Profit,Y,Y,182601,38.015487,-84.424626
182602,FMC - WINCHESTER,1145 W. LEXINGTON AVE.,,WINCHESTER,KY,40391,8597440750,Profit,Y,Y,182602,38.0001963,-84.1973318
182603,BOURBON COUNTY DIALYSIS,213 LETTON DRIVE,,PARIS,KY,40361,8599881117,Profit,Y,N,182603,38.2097987,-84.2529869
182604,DAVITA - 12TH ST. COVINGTON DIALYSIS,"1500 JAMES SIMPSON JR. WAY, STE. 1100",,COVINGTON,KY,41011,8592614345,Profit,Y,N,182604,39.0749158,-84.5177458
182605,FMC - SHEPHERDSVILLE,421 ADAM SHEPHERD PARKWAY,,SHEPHERDSVILLE,KY,40165,5029210977,Profit,Y,Y,182605,37.9943171,-85.7117146
182606,DAVITA - VERSAILLES DIALYSIS,"480 LEXINGTON ROAD STE, E",,VERSAILLES,KY,40383,8592560110,Profit,Y,N,182606,38.0510265,-84.7163634
182607,FMC  OF CAMPBELLSVILLE,107 MEDICAL PARK DRIVE,,CAMPBELLSVILLE,KY,42718,2704690923,Profit,Y,Y,182607,37.3648048,-85.3415311
182608,FMC - TRIGG COUNTY,2484 MAIN STREET,,CADIZ,KY,42211,2705220170,Profit,Y,N,182608,36.8668585,-87.7971703
182609,FMC - CENTRAL ASHLAND,424 RIVER HILL DRIVE,,ASHLAND,KY,41101,6063290363,Profit,Y,Y,182609,38.4856929,-82.6607344
190048,LADY OF THE SEA DIALYSIS CTR,17108 W MAIN ST,,CUT OFF,LA,70345,9856324900,Profit,Y,N,190048,29.4496892,-90.3039414
190111,WILLIS KNIGHTON MED CTR-DIALYSIS,2600 GREENWOOD RD,,SHREVEPORT,LA,71103,3182124849,Non-Profit,Y,N,190111,32.4839363,-93.7788456
192501,FMCNA - BATON ROUGE,524 COLONIAL DR,,BATON ROUGE,LA,70806,2259273311,Profit,Y,N,192501,30.4462408,-91.0985526
192503,FMCNA - ALEXANDRIA,225 N BOLTON AVE,,ALEXANDRIA,LA,71301,3184871063,Profit,Y,Y,192503,31.312883,-92.465741
192504,FMCNA - WEST LAFAYETTE,2804 AMBASSADOR CAFFERY PKWY,,LAFAYETTE,LA,70506,3379847299,Profit,Y,Y,192504,30.199415,-92.0784089
192505,FMCNA - FLORIDA PARISH KIDNEY CTR,16081 DOCTORS BLVD STE A,,HAMMOND,LA,70403,9853455621,Profit,Y,Y,192505,30.5043583,-90.4611995
192507,DAVITA - WESTBANK CHRONIC RENAL CTR,3631 BEHRMAN PL,,NEW ORLEANS,LA,70114,5043660808,Profit,Y,Y,192507,29.9176566,-90.0176226
192509,DSI - HOUMA,108 PICONE RD,,HOUMA,LA,70363,9858688187,Profit,Y,Y,192509,29.5682073,-90.6864928
192510,FMCNA - NORTHEAST LOUISIANA DIALYSIS CTR,711 WOOD ST STE B,,MONROE,LA,71201,3183227565,Profit,Y,Y,192510,32.5027199,-92.110503
192511,FMCNA - METAIRIE,4425 UTICA ST,,METAIRIE,LA,70006,5044555535,Profit,Y,Y,192511,29.9998885,-90.1814026
192512,FMCNA - SHREVEPORT REGIONAL,1800 BUCKNER ST STE A100,,SHREVEPORT,LA,71101,3182279765,Profit,Y,Y,192512,32.4929814,-93.7537114
192515,CHALMETTE DIALYSIS CTR,4020 PARIS RD,,CHALMETTE,LA,70043,5042778423,Profit,Y,N,192515,29.9587573,-89.9556792
192516,FMCNA - NEW ORLEANS-FERNCREST,14500 HAYNE BLVD STE 100,,NEW ORLEANS,LA,70128,5042487136,Profit,Y,N,192516,30.0723404,-89.9479083
192518,FMCNA - OPELOUSAS,528 E VINE ST,,OPELOUSAS,LA,70570,3379481550,Profit,Y,Y,192518,30.5314236,-92.0784324
192521,FMCNA - MARRERO,1111 MEDICAL CTR BLVD STE S150,,MARRERO,LA,70072,5043481845,Profit,Y,Y,192521,29.8930442,-90.0959943
192522,FMCNA - NEW IBERIA,609 RUE DE BRILLE,,NEW IBERIA,LA,70563,3373641185,Profit,Y,Y,192522,30.00857,-91.792092
192523,DAVITA - FLEUR DE LIS,"5555 BULLARD AVE, STE 110",,NEW ORLEANS,LA,70128,5042402696,Profit,Y,Y,192523,30.038114,-89.9532909
192524,FMCNA - MANCUSO,"4848 MANCUSO LN, STE A",,BATON ROUGE,LA,70809,2257666773,Profit,Y,Y,192524,30.399151,-91.1006902
192525,FMCNA - NATCHITOCHES DX,700 KEYSER AVE,,NATCHITOCHES,LA,71457,3183521960,Profit,Y,N,192525,0,0
192530,FMCNA - DIALYSIS CTR OF SHREVEPORT,3949 SOUTHERN AVE,,SHREVEPORT,LA,71106,3188693016,Profit,Y,N,192530,0,0
192531,FMCNA - OCHSNER NEW ORLEANS,1319 JEFFERSON HWY-FLOOR 2,,NEW ORLEANS,LA,70121,5048423520,Profit,Y,Y,192531,29.9625995,-90.1429336
192532,FMCNA - BOSSIER REGIONAL DX CTR,2907 PLANTATION DR,,BOSSIER CITY,LA,71111,3187468440,Profit,Y,N,192532,32.5407,-93.706721
192533,BIENVILLE DIALYSIS CTR NORTH,3333 BIENVILLE STE 1B-C,,NEW ORLEANS,LA,70119,5048226336,Profit,Y,N,192533,29.97163,-90.091904
192534,DVA RENAL HEALTHCARE - CHATEAU DIALYSIS,720 VILLAGE RD,,KENNER,LA,70065,5044692796,Profit,Y,Y,192534,30.0235458,-90.2578929
192538,FMCNA - CROWLEY,625 E 8TH ST,,CROWLEY,LA,70526,3377830013,Profit,Y,N,192538,30.220129,-92.369079
192539,FMCNA - NORTH BATON ROUGE-AIRPORT,12230 PLANK RD,,BATON ROUGE,LA,70811,2257744164,Profit,Y,N,192539,30.5573617,-91.1336142
192540,DAVITA - BOGALUSA KIDNEY CARE,2108 S AVE F,,BOGALUSA,LA,70427,9857357811,Profit,Y,N,192540,30.7506077,-89.8742307
192541,FMCNA - MINDEN DIALYSIS,610 FLEMING LN,,MINDEN,LA,71055,3183711532,Profit,Y,N,192541,32.6215411,-93.2612559
192543,LAPLACE DIALYSIS CTR,2700 AIRLINE HWY WEST,,LA PLACE,LA,70068,9855367860,Profit,Y,Y,192543,30.0769466,-90.5198808
192544,FMCNA - PONTCHARTRAIN KIDNEY CTR,170 GREENBRIAR DR STE A,,COVINGTON,LA,70433,9858937265,Profit,Y,N,192544,30.4240674,-90.1151684
192548,MORGAN CITY DIALYSIS CTR,1224 DAVID DR,,MORGAN CITY,LA,70380,9853854213,Profit,Y,N,192548,29.7083565,-91.1984562
192551,DVA RENAL HEALTHCARE - MAGNOLIA DIALYSIS,210 E SPILLMAN RD,,GONZALES,LA,70737,2256471195,Profit,Y,N,192551,30.216698,-90.919301
192552,FMCNA - HOUMA,800 POINT ST,,HOUMA,LA,70360,9858680989,Profit,Y,Y,192552,29.5922925,-90.7186138
192555,FMCNA - BUNKIE,102 STANDARD ST,,BUNKIE,LA,71322,3183466348,Profit,Y,N,192555,30.9516842,-92.1748528
192556,DAVITA - SLIDELL KIDNEY CARE,1150 ROBERT BLVD STE 240,,SLIDELL,LA,70458,9856437476,Profit,Y,Y,192556,30.286946,-89.770107
192557,FMCNA - AMITE,110 N FIRST ST,,AMITE,LA,70422,9857488155,Profit,Y,N,192557,30.727373,-90.510579
192558,FMCNA - FOSTER DR DIALYSIS SVCS,1919 N FOSTER DR,,BATON ROUGE,LA,70806,2253541611,Profit,Y,N,192558,30.4662527,-91.1397426
192560,FMCNA - ABBEVILLE,904 N JOHN HARDY DR,,ABBEVILLE,LA,70510,3378937577,Profit,Y,N,192560,29.9788856,-92.1126382
192562,FMCNA - NORTH SHREVEPORT DIALYSIS,990 AERO DR,,SHREVEPORT,LA,71107,3184257371,Profit,Y,N,192562,32.5290475,-93.7775697
192563,FMCNA - FERRIDAY,1618 EE WALLACE BLVD,,FERRIDAY,LA,71334,3187578319,Profit,Y,N,192563,31.6376663,-91.5540094
192564,FMCNA - DELHI DIALYSIS CTR,307 DETROIT ST,,DELHI,LA,71232,3188789072,Profit,Y,N,192564,32.4541028,-91.4952101
192565,FMCNA - QUALITY CARE DIALYSIS-HAMMOND,1204 S MORRISON BLVD STE A,,HAMMOND,LA,70403,9853450544,Profit,Y,Y,192565,30.4880346,-90.482776
192566,FMCNA - EUNICE,1101 NILE ST,,EUNICE,LA,70535,3375506585,Profit,Y,N,192566,30.4977043,-92.4027869
192568,FMCNA - WESTPORT,2500 COMMERCIAL DR,,PORT ALLEN,LA,70767,2253435753,Profit,Y,N,192568,30.4483087,-91.2371389
192572,DVA RENAL HEALTHCARE - DONALDSONVILLE DIALYSIS,101 PLIMSOL DR,,DONALDSONVILLE,LA,70346,2254731139,Profit,Y,Y,192572,30.0877044,-91.0028328
192573,FMCNA - DELTA,104 RAILROAD AVE,,DELTA,LA,71233,3186339662,Profit,Y,Y,192573,32.3396326,-90.888921
192574,FMCNA - THIBODAUX,694 S ACADIA RD,,THIBODAUX,LA,70301,9854483540,Profit,Y,Y,192574,29.7820977,-90.8083427
192575,DCI - TULANE-NEW ORLEANS,TULANE UNIVERSITY,1415 TULANE AVE - 7TH FLOOR,NEW ORLEANS,LA,70112,5049886418,Non-Profit,Y,N,192575,29.9550368,-90.0769365
192577,FMCNA - PINEVILLE,151 SANDIFER LN,,PINEVILLE,LA,71360,3184437131,Profit,Y,N,192577,31.3353556,-92.3767232
192578,RACELAND DIALYSIS CTR,4601 HIGHWAY 1,,RACELAND,LA,70394,9855376962,Profit,Y,N,192578,29.702644,-90.5630884
192579,FMCNA - SOUTHWEST SHREVEPORT,9076 KINGSTON RD,,SHREVEPORT,LA,71118,3186833296,Profit,Y,N,192579,32.4020458,-93.780431
192580,FMCNA - NORTH LAFAYETTE,910 MARTIN LUTHER KING DR,,LAFAYETTE,LA,70501,3372340084,Profit,Y,N,192580,30.248232,-92.019298
192581,DVA RENAL HEALTHCARE - NEW ORLEANS UPTOWN DIALYSIS,1401 FOUCHER ST 4TH FL-DIALYSIS UNIT,,NEW ORLEANS,LA,70115,5048978530,Profit,Y,Y,192581,29.921975,-90.098043
192582,FMCNA - OUACHITA DIALYSIS,102 THOMAS RD STE 306,,WEST MONROE,LA,71291,3183872747,Profit,Y,N,192582,32.513993,-92.158075
192584,DCI-WESTBANK-GRETNA,1010 BEHRMAN HWY,,GRETNA,LA,70056,5043919572,Non-Profit,Y,Y,192584,29.8828142,-90.0204197
192586,DCI - SHREVEPORT,1322 KINGS HWY,,SHREVEPORT,LA,71103,3182261020,Non-Profit,Y,Y,192586,32.4819346,-93.7577546
192587,FMCNA - FRANKLIN,1604 CYNTHIA ST,,FRANKLIN,LA,70538,3378284747,Profit,Y,N,192587,29.8061059,-91.4979364
192588,LAKE CHARLES DIALYSIS CTR,1801 OAK PARK BLVD,,LAKE CHARLES,LA,70601,3374789585,Profit,Y,Y,192588,30.203793,-93.195577
192589,FMCNA - PICARDY KIDNEY CTR,7638 PICARDY AVE STE A,,BATON ROUGE,LA,70808,2257665600,Profit,Y,N,192589,30.3993592,-91.1098346
192592,FMCNA - ZACHARY CROSSROAD,4709 SECRETARY DR,,ZACHARY,LA,70791,2256541450,Profit,Y,N,192592,30.6485174,-91.1413864
192593,VACHERIE DX - DBA  NAPOLEONVILLE DX,"4781 HWY 1, STE A",,NAPOLEONVILLE,LA,70390,9853694650,Profit,Y,N,192593,29.9621065,-91.028051
192597,DVA RENAL HEALTHCARE - LAKE CHARLES SOUTHWEST DIALYSIS,433 DR MICHAEL DEBAKEY DRIVE,,LAKE CHARLES,LA,70601,3374941330,Profit,Y,Y,192597,30.2158012,-93.2264698
192598,DVA RENAL HEALTHCARE - DERIDDER DIALYSIS,239 E FIRST ST,,DERIDDER,LA,70634,3374620950,Profit,Y,N,192598,30.8466498,-93.2827846
192599,DAVITA - KENNER REG DIALYSIS,200 W ESPLANADE STE 100,,KENNER,LA,70065,5044710931,Profit,Y,N,192599,30.022946,-90.2711803
192601,FMCNA - WINNFIELD,601 W COURT ST,,WINNFIELD,LA,71483,3186481222,Profit,Y,N,192601,31.9257602,-92.6464436
192602,FMCNA - NEW ROADS,107 FAIRFIELD AVE,,NEW ROADS,LA,70760,2256387395,Profit,Y,N,192602,30.6795908,-91.4686408
192603,FMCNA - JENNINGS,1906 JOHNSON ST,,JENNINGS,LA,70546,3378245353,Profit,Y,N,192603,30.2392551,-92.6613246
192604,FMCNA - WINNSBORO,3982 FRONT ST,,WINNSBORO,LA,71295,3184353511,Profit,Y,N,192604,32.1595989,-91.7171903
192605,FMCNA - DESOTO DIALYSIS,1410 MCARTHUR DR,,MANSFIELD,LA,71052,3188718700,Profit,Y,N,192605,32.0388583,-93.6896434
192606,FMCNA - PLAQUEMINE,24660 PLAZA DR,,PLAQUEMINE,LA,70764,2256879100,Profit,Y,N,192606,30.2648015,-91.2492583
192608,DAVITA - MEMORIAL DIALYSIS,4427 S ROBERTSON ST - 2ND FLOOR,,NEW ORLEANS,LA,70115,5048991103,Profit,Y,N,192608,29.9362608,-90.104062
192609,FMCNA - OAK GROVE,711 E JEFFERSON DR,,OAK GROVE,LA,71263,3184281385,Profit,Y,N,192609,32.8609199,-91.4022357
192610,FMCNA - AIRLINE,5948 AIRLINE HWY,,BATON ROUGE,LA,70805,2253579055,Profit,Y,N,192610,30.5015348,-91.1307438
192611,FMCNA - EAST NATCHITOCHES DIALYSIS,111 MASONIC DR,,NATCHITOCHES,LA,71457,3183541170,Profit,Y,N,192611,31.7541032,-93.057502
192612,DVA RENAL HEALTHCARE - SULPHUR,944 S BEGLIS PKWAY,,SULPHUR,LA,70663,3376260774,Profit,Y,N,192612,30.246383,-93.3593692
192613,DAVITA - DIALYSIS SYSTEMS OF COVINGTON,210 GREENBRIAR BLVD,,COVINGTON,LA,70433,9858751915,Profit,Y,Y,192613,30.45729,-90.1372839
192614,FMCNA - SOUTH ALEXANDRIA,1915 BEATRICE ST,,ALEXANDRIA,LA,71301,3184878333,Profit,Y,N,192614,31.287261,-92.455888
192615,DAVITA - WASHINGTON PARISH DIALYSIS,724 WASHINGTON ST,,FRANKLINTON,LA,70438,9857951111,Profit,Y,N,192615,30.8441987,-90.1603967
192616,DSI - BATON ROUGE,1333 ONEAL LN,,BATON ROUGE,LA,70816,2252261444,Profit,Y,N,192616,30.4505759,-91.0079037
192617,DCI-EUNICE,2440 W LAUREL AVE,,EUNICE,LA,70535,3374570005,Non-Profit,Y,N,192617,30.4950331,-92.4419108
192618,FMCNA - VILLE PLATTE,616 JACK MILLER RD,,VILLE PLATTE,LA,70586,3373631275,Profit,Y,N,192618,30.6789342,-92.2652111
192623,FMCNA - CALDWELL PARISH,7720 HWY 165 STE 3,,COLUMBIA,LA,71418,3186492113,Profit,Y,N,192623,32.0851895,-92.0911764
192625,DCI - NEW ORLEANS EAST,5571 READ BLVD,,NEW ORLEANS,LA,70128,5042423770,Non-Profit,Y,N,192625,30.030195,-89.970523
192626,DAVITA - DIALYSIS SYSTEMS OF HAMMOND,15799 PROFESSIONAL PLAZA,,HAMMOND,LA,70403,9855428827,Profit,Y,Y,192626,30.4741586,-90.4606495
192627,FMCNA - NORTH MONROE,2344 STERLINGTON RD,,MONROE,LA,71203,3186990001,Profit,Y,N,192627,32.545348,-92.076527
192628,FMCNA - UNION PARISH DX,1012 STERLINGTON HWY,,FARMERVILLE,LA,71241,3183681071,Profit,Y,N,192628,32.7686042,-92.3835626
192630,FMCNA - LINCOLN KIDNEY CTR,219 MILLS AVE,,RUSTON,LA,71270,3182513730,Profit,Y,N,192630,32.5196454,-92.637203
192631,FMCNA - SOUTH SHREVEPORT,410 ASHLEY RIDGE BLVD,,SHREVEPORT,LA,71106,3188688320,Profit,Y,N,192631,32.418193,-93.7349579
192632,FMCNA - NORTH BOULEVARD,2661 NORTH BLVD,,BATON ROUGE,LA,70806,2253875777,Profit,Y,N,192632,30.4480436,-91.1611956
192633,FMCNA - FARMERVILLE,108 HILL ST,,FARMERVILLE,LA,71241,3183683337,Profit,Y,N,192633,32.7706914,-92.4061152
192635,FMCNA - MONROE,1501 SOUTHERN AVE,,MONROE,LA,71202,3183984181,Profit,Y,N,192635,32.491875,-92.081103
192636,KIDNEY CARE OF ACADIANA-NEW IBERIA,902-A S LEWIS AVE,,NEW IBERIA,LA,70560,3373673995,Profit,Y,N,192636,29.988647,-91.817328
192637,FMCNA - DIALYSIS SERVICES AVONDALE,141 S JAMIE BLVD,,AVONDALE,LA,70094,5043427773,Profit,Y,N,192637,29.909144,-90.203335
192638,FMCNA - EAST MINDEN,10000 INDUSTRIAL RD,,MINDEN,LA,71055,3183719400,Profit,Y,N,192638,32.585422,-93.2620139
192640,FMCNA - KENTWOOD,916 AVENUE G,,KENTWOOD,LA,70444,9852298018,Profit,Y,N,192640,30.9366985,-90.5212639
192641,FMCNA - COUSHATTA,501 WILKINSON ST,,COUSHATTA,LA,71019,3189325378,Profit,Y,N,192641,32.0148834,-93.3421165
192643,FMCNA - BREAUX BRIDGE,100 CHAMPAGNE BLVD BLDG A,,BREAUX BRIDGE,LA,70517,3373326813,Profit,Y,N,192643,30.281628,-91.889214
192644,FMCNA - ASCENSION,17392 VALLEE CT,,PRAIRIEVILLE,LA,70769,2256220685,Profit,Y,N,192644,30.324307,-90.919237
192649,FMCNA - SUNSET,115 ACORN ST,,SUNSET,LA,70584,3376623702,Profit,Y,N,192649,30.4108322,-92.0576589
192650,DCI - EAST SHREVEPORT,102 ARDMORE AVE,,SHREVEPORT,LA,71105,3188615051,Non-Profit,Y,Y,192650,32.47823,-93.718473
