PROVNUM,FACNAME,PHYADDR1,PHYADDR2,PHYCITY,PHYSTATE,PHYZIP,PHONENUM,OWNTYPE,In-center Hemo,in-center PD,ref_id,Lat,Lon
362634,SILVERTON HOMETRAINING DIALYSIS,6929  SILVERTON AVENUE,,CINCINNATI,OH,45236,5137934376,Profit,N,Y,362634,39.1945971,-84.3996108
362635,CDC - WARREN,1950  NILES CORTLAND RD. SUITE 12,,WARREN,OH,44484,3306090370,Profit,Y,N,362635,41.265107,-80.739847
362636,FMC - ELYRIA RENAL CARE - AMHERST,1168 CLEVELAND AVENUE,,AMHERST,OH,44001,4409852280,Profit,Y,N,362636,41.405465,-82.2104722
362637,OHIO RENAL CARE GROUP-WILLOUGHBY,"5105 SOM CENTER RD., 3RD FLOOR",,WILLOUGHBY,OH,44094,4409751494,Profit,Y,N,362637,41.6230708,-81.4398713
362638,FMC - DIALYSIS SERVICES OF LONDON,306 LAFAYETTE ST. SUITE J,,LONDON,OH,43140,7408451594,Profit,Y,N,362638,39.8944362,-83.4413508
362639,FMC -  VAN WERT DIALYSIS,140 FOX RD SUITE 405,,VAN WERT,OH,45891,4192389333,Profit,Y,N,362639,40.8516646,-84.5854929
362640,MERCY CANTON DIALYSIS,1320 MERCY DRIVE N W,,CANTON,OH,44708,3305804001,Profit,Y,Y,362640,40.814336,-81.395072
362641,ALEXIS DIALYSIS CENTER,5719 JACKMAN RD,,TOLEDO,OH,43613,4194711710,Profit,Y,N,362641,41.719986,-83.585894
362642,FMC - TRISTATE DIALYSIS,517 3RD AVENUE,,CHESAPEAKE,OH,45619,7408674471,Profit,Y,Y,362642,38.4277559,-82.4576421
362643,DCI - PORTSMOUTH,1207 17TH STREET,,PORTSMOUTH,OH,45662,7403510596,Non-Profit,Y,Y,362643,0,0
362644,CHOICE ONE RENAL CARE OF NEWARK,65 SOUTH TERRACE AVE,,NEWARK,OH,43055,7405222955,Profit,Y,Y,362644,0,0
362645,DAVITA - MIDWEST FAIRBORN  DIALYSIS,1266 NORTH BROAD ST.,,FAIRBORN,OH,45324,9378790433,Profit,Y,Y,362645,39.8347307,-84.0127507
362646,FMC - GALLIPOLIS,"137 PINE STREET, STE 101",,GALLIPOLIS,OH,45631,7404419300,Profit,Y,Y,362646,38.8149091,-82.198877
362647,BUTLER COUNTY DIALYSIS,3497 SOUTH DIXIE HWY,,FRANKLIN,OH,45005,5134221467,Profit,Y,N,362647,39.4961428,-84.3363498
362648,FMC - MT. CARMEL WEST,745 WEST STATE ST SUITE 660,,COLUMBUS,OH,43222,6142242344,Profit,Y,Y,362648,39.9578237,-83.0202099
362649,MID-AMERICA DIALYSIS LLC.,2355 SOUTH HAMILTON RD,,COLUMBUS,OH,43232,6143671679,Profit,Y,Y,362649,39.9270811,-82.8799124
362650,COLUMBUS DOWNTOWN DIALYSIS,415 EAST MOUND STREET,,COLUMBUS,OH,43215,6142281773,Profit,Y,N,362650,39.9560353,-82.9879339
362651,DSI- MUNROE FALLS,265 NORTH MAIN STREET,,MUNROE FALLS,OH,44262,3306891400,Profit,Y,N,362651,41.1466459,-81.44095
362652,KIDNEY CENTER OF COLUMBUS NORTH,5700 KARL ROAD,,COLUMBUS,OH,43229,6148469722,Profit,Y,N,362652,40.082665,-82.974159
362653,KIDNEY CENTER OF COLUMBUS EAST,1805 EAST MAIN STREET,,COLUMBUS,OH,43205,6142533300,Profit,Y,Y,362653,39.957079,-82.950541
362654,DEFIANCE DIALYSIS CENTER,220 STADIUM DRIVE,,DEFIANCE,OH,43512,4197842100,Profit,Y,N,362654,41.301498,-84.355576
362655,DCA OF CINCINNATI,7600 AFFINITY PLACE,,MT HEALTHY,OH,45231,5139317900,Profit,Y,Y,362655,39.231834,-84.5373709
362656,KIDNEY SERVICES OF WEST CENTRAL OHIO,"750 W HIGH STREET, SUITE 100",,LIMA,OH,45801,4192270918,Profit,Y,Y,362656,40.7420789,-84.115202
362657,FMC - MT. CARMEL EAST,"85 MCNAUGHTEN RD., SUITE 140",,COLUMBUS,OH,43213,6143220433,Profit,Y,Y,362657,39.9780998,-82.8363778
362659,DIALYSIS CENTERS OF DARKE COUNTY,"1111 SWEITZER ST., STE B",,GREENVILLE,OH,45331,9375487019,Profit,Y,N,362659,40.084649,-84.633364
362660,"HOME DIALYSIS SERVICES OF SANDUSKY, INC.","2819 SOUTH HAYES, SUITE 2",,SANDUSKY,OH,44870,4196278403,Profit,N,Y,362660,41.425695,-82.719859
362661,KIDNEY CENTER OF COLUMBUS SOUTH,2046 LOCKBOURNE RD,,COLUMBUS,OH,43207,6144497300,Profit,Y,N,362661,39.923159,-82.963358
362662,"DCA OF COLUMBUS, LLC",2360 CITYGATE DRIVE,,COLUMBUS,OH,43219,6144284001,Profit,Y,Y,362662,40.017581,-82.921076
362663,COSHOCTON DIALYSIS,1404 CHESTNUT STREET,,COSHOCTON,OH,43812,7406232917,Profit,Y,N,362663,40.2764,-81.847944
362664,DCI - WESTCHESTER,7625 UNIVERSITY COURT,,WEST CHESTER,OH,45069,5137770855,Non-Profit,Y,Y,362664,39.3603646,-84.3657137
362665,FMC - DEFIANCE,"1850 EAST SECOND STREET, SUITES 1850 & 1846",,DEFIANCE,OH,43512,4197829090,Profit,Y,Y,362665,33.4913029,-111.927199
362666,FMC - SOLON,6020 ENTERPRISE PARKWAY,,SOLON,OH,44139,4402487061,Profit,Y,N,362666,41.395646,-81.46456
362667,FMC -  VALLEY CITY,2400 COLUMBIA ROAD,,MEDINA,OH,44256,3304834666,Profit,Y,N,362667,41.208392,-81.927752
362668,FMC - HAMILTON,"3090 MCBRIDE COURT, STE.  A",,HAMILTON,OH,45011,5138957300,Profit,Y,N,362668,39.377168,-84.514156
362669,ALLIANCE COMMUNITY DIALYSIS,"270 E STATE STREET, SUITE 110",,ALLIANCE,OH,44601,3308211657,Profit,Y,Y,362669,40.902195,-81.101768
362670,FMC - MASSILLON DIALYSIS CENTER,2474 LINCOLN WAY EAST,,MASSILLON,OH,44646,3308372575,Profit,Y,Y,362670,40.7978775,-81.4889549
362671,DAVITA - BELPRE DIALYSIS,2906 WASHINGTON BLVD.,,BELPRE,OH,45714,7404010607,Profit,Y,Y,362671,39.279917,-81.621706
362672,DIALYSIS CENTERS OF WARREN  COUNTY,90 COMMERCIAL WAY,,SPRINGBORO,OH,45066,9377040589,Profit,Y,N,362672,39.5584473,-84.2672155
362674,PUTNAM CTY AMBULATORY CARE CTR-DIALYSIS,601 STATE RT 224,P.O. BOX 100,GLANDORF,OH,45848,4192264420,Profit,Y,N,362674,41.019687,-84.06877
362675,FMC - WASHINGTON COURTHOUSE,1280 RAWLING STREET,,WASHINGTON COURT HOU,OH,43160,7403354267,Profit,Y,Y,362675,39.5510528,-83.4267778
362677,CHILLICOTHE REGIONAL DIALYSIS CENTER,465  SHAWNEE LANE,,CHILLICOTHE,OH,45601,7407744777,Profit,Y,Y,362677,39.3702859,-82.9771918
362678,CDC - GARFIELD,"5595 TRANSPORTATION BLVD.,  SUITE 110",,GARFIELD HEIGHTS,OH,44125,2165810801,Profit,Y,N,362678,41.409658,-81.6153209
362679,FMC - HERITAGE DIALYSIS,1160 EAST BROAD ST.,,ELYRIA,OH,44035,4403651811,Profit,Y,Y,362679,41.3632283,-82.0725825
362680,NORTHWOOD DIALYSIS,611 LEMOYNE ROAD,,NORTHWOOD,OH,43619,4196983423,Profit,Y,Y,362680,41.6079787,-83.4740166
362681,US RENAL CARE OF  NORWOOD DIALYSIS,1721 TENNESSEE AVE.,,CINCINNATI,OH,45229,5132426733,Profit,Y,Y,362681,39.1674484,-84.4690435
362682,DCI - SEAMAN,65 COMMERCE DR,,SEAMAN,OH,45679,9373860818,Non-Profit,Y,Y,362682,38.936714,-83.589924
362683,FAIRBORN DIALYSIS,"3070 PRESIDENTIAL DRIVE, SUITE  120",,FAIRBORN,OH,45324,9374266475,Profit,Y,N,362683,39.775718,-84.064855
362684,DAVITA DIALYSIS - STRONGSVILLE,17792 PEARL RD.,,STRONGSVILLE,OH,44136,4402389270,Profit,Y,N,362684,41.28936,-81.8361369
362685,DIALYSIS CLINIC INC.,4227 MALL DRIVE,,STEUBENVILLE,OH,43952,7402666687,Non-Profit,Y,N,362685,40.3695848,-80.6731687
362686,FMC- WESTERVILLE DIALYSIS,"477 COOPER ROAD, SUITE 140",,WESTERVILLE,OH,43081,6148952705,Profit,Y,Y,362686,40.1143499,-82.942523
362687,DAVITA - WHITE OAK HOME DIALYSIS,"5520 CHEVIOT ROAD, SUITE B",,CINCINNATI,OH,45247,5133853580,Profit,N,Y,362687,39.1909098,-84.5992484
362688,WHITE OAK DIALYSIS,"5520 CHEVIOT ROAD, SUITE B",,CINCINNATI,OH,45247,5137411062,Profit,Y,N,362688,39.1909098,-84.5992484
362689,BUTLER COUNTY HOME TRAINING DIALYSIS,3497 S. DIXIE HIGHWAY,,FRANKLIN,OH,45005,5134238098,Profit,N,Y,362689,39.4961428,-84.3363498
362690,DAVITA -  KETTERING DIALYSIS,5721 BIGGER ROAD,,KETTERING,OH,45440,9374354030,Profit,Y,Y,362690,39.660516,-84.128188
362691,FMC - TOLEDO LASKEY DIALYSIS,2532 W. LASKEY ROAD,,TOLEDO,OH,43613,4194748995,Profit,Y,Y,362691,41.7070099,-83.605354
362692,CDC -  HARBORSIDE,3800 PARK EAST DRIVE,,BEACHWOOD,OH,44122,2165931234,Profit,Y,N,362692,41.457738,-81.495025
362693,FAIRFIELD KIDNEY CENTER,"618 PLEASANTVILLE  ROAD, STE 102",,LANCASTER,OH,43130,7406876480,Profit,Y,Y,362693,39.718836,-82.578064
362694,ANDOVER DIALYSIS,488 SOUTH MAIN STREET,,ANDOVER,OH,44003,4402936028,Profit,Y,Y,362694,41.6001613,-80.5712961
362695,DIALYSIS SERVICES OF BELPRE,"809 FARSON STREET,   SUITE 108",,BELPRE,OH,45714,7404010880,Profit,Y,Y,362695,39.2831347,-81.6108811
362696,BLANCHARD VALLEY DIALYSIS SERVICES,1717 MEDICAL BLVD # C,,FINDLAY,OH,45840,4194201633,Profit,Y,Y,362696,0,0
362697,PICKAWAY DIALYSIS CENTER,1180 NORTH COURT ST.,,CIRCLEVILLE,OH,43113,7404772072,Profit,Y,Y,362697,39.6211521,-82.9404675
362698,PIKETON REGIONAL DIALYSIS CENTER,7143 U.S. RT. 23,,PIKETON,OH,45661,7402892423,Profit,Y,N,362698,39.0495526,-83.1771628
362699,DAVITA - HILLIARD DIALYSIS,19133 HILLIARD BLVD,,ROCKY RIVER,OH,44116,2167124700,Profit,Y,Y,362699,41.471293,-81.834637
362700,SANDUSKY DIALYSIS CENTER,795 BARDSHAR ROAD,,SANDUSKY,OH,44870,4196091847,Profit,Y,N,362700,41.438553,-82.774961
362701,JACKSON DIALYSIS & KIDNEY CENTER,500 MCCARTY LANE,,JACKSON,OH,45640,7402861600,Profit,Y,Y,362701,39.031421,-82.619582
362702,DAVITA - EASTGATE HOME,"4435 AICHOLTZ DRIVE, SUITE 800A",,CINCINNATI,OH,45245,5137528301,Profit,N,Y,362702,39.09608,-84.28324
362703,EATON DIALYSIS CENTER,105 EAST WASHINGTON JACKSON ROAD,,EATON,OH,45320,9374561174,Profit,Y,Y,362703,39.766114,-84.63375
362704,DAVITA - PARMA HEIGHTS DIALYSIS,9050 NORTH CHURCH DRIVE,,PARMA HEIGHTS,OH,44130,4402920231,Profit,Y,Y,362704,41.380859,-81.747651
362705,COLUMBUS WEST DIALYSIS,1395 GEORGESVILLE ROAD,,COLUMBUS,OH,43228,6142798495,Profit,Y,Y,362705,39.9230351,-83.1207148
362706,WAUSEON DIALYSIS,721 S. SHOOP AVE.,,WAUSEON,OH,43567,4193350695,Profit,Y,Y,362706,41.5431432,-84.1342944
362707,DAVITA LEBANON DIALYSIS,918 B COLUMBUS AVENUE,,LEBANON,OH,45036,5139340272,Profit,Y,N,362707,39.4471041,-84.1880776
362708,DAVITA - DELHI DIALYSIS,5040 DELHI PIKE,,CINCINNATI,OH,45238,5139225900,Profit,Y,N,362708,39.0950873,-84.6116151
362709,PATASKALA DIALYSIS,642 EAST BROAD STREET,,PATASKALA,OH,43062,7409641306,Profit,Y,N,362709,40.0044539,-82.667064
362710,FMC ASHLAND COUNTY,1100 REDWOOD DRIVE,,ASHLAND,OH,44805,4192817800,Profit,Y,N,362710,40.842481,-82.337395
362711,DAVITA - LEBANON HOME TRAINING,"918 B COLUMBUS AVENUE, # 1",,LEBANON,OH,45036,5139341130,Profit,N,Y,362711,0,0
362712,DAVITA POINT PLACE,"4747 SUDER AVE., SUITE 107",,TOLEDO,OH,43611,4197279692,Profit,Y,N,362712,0,0
362713,DCA OF DELAWARE,1788 COLUMBUS PIKE,,DELAWARE,OH,43015,7403694870,Profit,Y,Y,362713,0,0
362715,DAVITA  - ANDERSON DIALYSIS,"7502 STATE ROAD SUITE, 1160",,ANDERSON,OH,45255,5136240400,Profit,Y,N,362715,39.0844318,-84.3496376
362716,GROVE CITY DIALYSIS,4155 KELNOR DRIVE,,GROVE CITY,OH,43123,6148010323,Profit,Y,N,362716,39.878004,-83.0668365
362717,CDC - OAKWOOD,"7690 FIRST PLACE, SUITE E, BLDG D",,OAKWOOD VILLAGE,OH,44146,4404391526,Profit,Y,N,362717,41.3752785,-81.5113117
362718,WARRENSVILLE HOME DIALYSIS,"4200 WARRENSVILLE CENTER RD. , BLDG A - SUITE 210",,WARRENSVILLE HEIGHTS,OH,44122,2167517967,Profit,N,Y,362718,41.4453181,-81.5361075
362719,DSI - AKRON RENAL CENTER,525 EAST MARKET STREET,,AKRON,OH,44304,3303756848,Profit,Y,N,362719,41.081607,-81.500071
362720,"FMC - PREBLE COUNTY REGIONAL DIALYSIS, INC.",450 D. WASHINGTON - JACKSON RD.,,EATON,OH,45320,9374560400,Profit,Y,N,362720,39.76688,-84.646449
362721,CDC - YOUNGSTOWN HOME CARE,807 SOUTHWESTERN RUN,,POLAND,OH,44514,3307580995,Profit,N,Y,362721,40.98807,-80.637749
362723,FMC - DELAWARE DIALYSIS,36 TROY ROAD,,DELAWARE,OH,43015,7403637171,Profit,Y,Y,362723,40.3076454,-83.0902541
362724,FMC - OF TALAWANDA,5148 COLLEGE CORNER PIKE,,OXFORD,OH,45056,5135235960,Profit,Y,N,362724,39.5150298,-84.7535103
362725,FMC - KINGS MILLS,1992 KING AVENUE,,KINGS MILLS,OH,45034,5132045555,Profit,Y,N,362725,39.357382,-84.253035
362726,DAVITA DIALYSIS - URBANA,1880 US 36 E.,,URBANA,OH,43078,9374843500,Profit,Y,Y,362726,40.1062672,-83.7145688
362727,DAVITA - COLUMBUS WEST AT HOME,1391 GEORGESVILLE RD.,,COLUMBUS,OH,43228,6143081648,Profit,N,N,362727,39.9231386,-83.1206318
362728,DAVITA - DUBLIN,6770 PERIMETER DRIVE,,DUBLIN,OH,43016,6147988359,Profit,Y,N,362728,40.1046899,-83.1682364
362729,DAVITA - MIDWEST URBANA  DIALYSIS,"1430 U.S.HWY 36 E., SUITE A",,URBANA,OH,43078,9374844600,Profit,Y,N,362729,40.1063546,-83.7242015
362730,WADSWORTH DIALYSIS,"195 WADSWORTH ROAD, STE 302,  FOUNDERS HALL",,WADSWORTH,OH,44281,3303352300,Profit,Y,Y,362730,41.0256101,-81.7298519
362731,ROCKSIDE DIALYSIS,4801 ACORN DRIVE,,INDEPENDENCE,OH,44131,2165250990,Profit,Y,Y,362731,41.3927589,-81.6583019
362732,LOGAN DIALYSIS,12880 GREY STREET,,LOGAN,OH,43138,7403806049,Profit,Y,Y,362732,39.5407118,-82.4481038
362733,KIDNEY CARE CENTERS OF ZANESVILLE,3239 MAPLE AVENUE,,ZANESVILLE,OH,43701,7404501655,Profit,Y,Y,362733,39.980761,-82.0180389
362734,DAVITA - FOREST FAIR DIALYSIS,1145 KEMPER MEADOW DRIVE,,FOREST PARK,OH,45240,5136741691,Profit,Y,N,362734,39.2922748,-84.5246708
362735,US GRANT DIALYSIS,458 HOME STREET,,GEORGETOWN,OH,45121,9373781323,Profit,Y,N,362735,38.8553428,-83.8982925
362736,DAVITA - BATAVIA DIALYSIS,4000 GOLDEN AGE DRIVE,,BATAVIA,OH,45103,5137350700,Profit,Y,N,362736,39.079673,-84.141692
362737,KIDNEY SERVICES OF WEST CENTRAL OHIO - MERCER COUNTY,"801 PRO DRIVE, STE B",,CELINA,OH,45822,4195861686,Profit,Y,Y,362737,40.555357,-84.554081
362738,FMC - INDIAN HILLS,820 VETERANS DRIVE,,JACKSON,OH,45640,7402865556,Profit,Y,Y,362738,39.0367934,-82.6199184
362739,OHIO PIKE DIALYSIS,"1761 STATE ROUTE 125, SUITE G",,AMELIA,OH,45102,5137970713,Profit,Y,N,362739,39.0187311,-84.2005567
362740,EAST GALBRAITH DIALYSIS,"3877 E. GALBRAITH RD., BLDG C",,CINCINNATI,OH,45236,5137915900,Profit,Y,N,362740,39.208011,-84.404509
362741,HILLSBORO REGIONAL DIALYSIS,"1487 NORTH HIGH STREET, UNIT 1A",,HILLSBORO,OH,45133,9373939020,Profit,Y,Y,362741,39.23202,-83.611643
362742,DAVITA - NORWOOD DIALYSIS,2300 WALL STREET,,CINCINNATI,OH,45211,5135312111,Profit,Y,N,362742,39.1614802,-84.4524349
362743,REDBANK VILLAGE DIALYSIS,"3960 REDBANK RD., STE 160",,CINCINNATI,OH,45227,5132715420,Profit,Y,N,362743,39.1448481,-84.4049412
362744,CHERRY VALLEY DIALYSIS,1627 W. MAIN STREET,,NEWARK,OH,43055,7405221699,Profit,Y,Y,362744,40.042385,-82.4598
362745,FMC - AKRON WEST,3558 RIDGEWOOD RD,,AKRON,OH,44333,3306686200,Profit,Y,N,362745,41.1101821,-81.6412211
362746,LIBERTY DIALYSIS - KENWOOD,"8251 PINE ROAD, SUITE 110",,KENWOOD,OH,45236,5137450800,Profit,Y,Y,362746,39.207864,-84.3846613
362747,LIBERTY DIALYSIS - NORWOOD,2071 SHERMAN AVENUE,,NORWOOD,OH,45212,5138411800,Profit,Y,Y,362747,39.160497,-84.4573602
362748,RIVERS EDGE DIALYSIS,"1006 E. STATE ST., STE. B",,ATHENS,OH,45701,7405921364,Profit,Y,N,362748,39.3354418,-82.0555389
362749,DAVITA - VILLA OF GREAT NORTHERN,"22710 FAIRVIEW CENTER DR., STE 100",,FAIRVIEW PARK,OH,44126,4407344630,Profit,Y,N,362749,41.4608281,-81.8552568
362750,HIGHLAND COUNTY DIALYSIS,"120 ROBERTS LANE, SUITE 4",,HILLSBORO,OH,45133,9373933852,Profit,Y,Y,362750,39.2263925,-83.6186075
362751,DAVITA - CLERMONT INC,"5901 MONTCLAIR BLVD, SUITE 100",,MILFORD,OH,45150,5132480593,Profit,Y,N,362751,39.1912357,-84.2606005
362752,WARREN DIALYSIS CENTER,"8720 EAST MARKET STREET, STE 1A",,HOWLAND,OH,44484,3306095502,Profit,Y,Y,362752,41.237215,-80.73397
362753,DIALYSIS CENTER OF DAYTON - HOME HEMODIALYSIS,"1431 BUSINESS CENTER COURT, STE B",,DAYTON,OH,45410,9372089071,Profit,N,N,362753,39.7473174,-84.1293278
362754,DAVITA - DETROIT ROAD DIALYSIS,7901 DETROIT AVENUE,,CLEVELAND,OH,44102,2169616498,Profit,Y,N,362754,41.4816671,-81.7392892
362755,DAVITA - WESTSHORE DIALYSIS,29000 CENTER RIDGE RD - DIALYSIS,,WESTLAKE,OH,44145,4408351734,Profit,Y,N,362755,41.4553232,-81.9179173
362756,ST VINCENT QUADRANGLE DIALYSIS,2302 COMMUNITY COLLEGE AVENUE,,CLEVELAND,OH,44115,2165744805,Profit,Y,N,362756,41.4949508,-81.6720678
362757,FMC - WADSWORTH DIALYSIS,1160 WILLIAMS RESERVE BLVD.,,WADSWORTH,OH,44281,3303368070,Profit,Y,Y,362757,0,0
362758,CDC - BEACHWOOD DIALYSIS,27350 CEDAR ROAD,,BEACHWOOD,OH,44122,2163781580,Profit,Y,N,362758,41.498965,-81.486093
362759,US RENAL CARE OF KENWOOD,"5150 E. GALBRAITH RD., SUITE 101",,CINCINNATI,OH,45236,5137912698,Profit,Y,Y,362759,39.2070099,-84.377397
362760,DAVITA - VILLA OF FAIRVIEW PARK,19050 LORAIN ROAD,,FAIRVIEW PARK,OH,44126,4403331172,Profit,Y,N,362760,41.453483,-81.831171
362761,"BOARDMAN DIALYSIS CENTER, LLC",7153 TIFFANY BLVD.,,BOARDMAN,OH,44514,3307291355,Profit,Y,Y,362761,41.0254263,-80.6300225
362762,DCA OF EASTGATE,"4600 BEECHWOOD RD., SUITE 900",,CINCINNATI,OH,45245,5135283222,Profit,Y,N,362762,39.1138634,-84.3051449
362763,FMC - BRUNSWICK DIALYSIS CENTER,2583-2585 CENTER ROAD,,HINCKLEY,OH,44233,3302204366,Profit,Y,Y,362763,41.239996,-81.778761
362764,VILLA OF NORTH RIDGEVILLE,35143 CENTER RIDGE RD.,,NORTH RIDGEVILLE,OH,44039,4403530114,Profit,Y,Y,362764,41.392878,-82.008045
362765,DAVITA - DOVER DIALYSIS,899 E. IRON AVE.,,DOVER,OH,44622,3303646309,Profit,Y,Y,362765,40.515039,-81.451125
362766,DAVITA - AMHERST DIALYSIS,3200 COOPER FOSTER PARK RD. W.,,LORAIN,OH,44053,4409891410,Profit,Y,Y,362766,41.4183408,-82.2143617
363300,CINCINNATI CHILDRENS HOSPITAL MED CTR,"3333 BURNET AVENUE, UNIT - MLC 5008",,CINCINNATI,OH,45229,5136364443,Non-Profit,Y,Y,363300,39.1540971,-84.485507
363303,CHILDRENS HOSPITAL MEDICAL CTR - AKRON,ONE PERKINS SQUARE - DIALYSIS,,AKRON,OH,44308,3305438773,Non-Profit,Y,Y,363303,41.0825138,-81.5171254
363304,CLEVELAND CLINIC CHILDRENS HOSP FOR REHABILITATION,2801 MARTIN LUTHER KING JR DR,,CLEVELAND,OH,44104,2164486195,Non-Profit,Y,Y,363304,41.4827083,-81.6091834
363501,UVMC DIALYSIS SERVICES,3130 NORTH COUNTY RD. 25 A,OUTPATIENT DIALYSIS CENTER,TROY,OH,45373,9374404990,Non-Profit,Y,N,363501,40.3376454,-83.0380139
363504,LMH SATELLITE AT ST MARYS-DIALYSIS,200 ST CLAIR ST,,SAINT MARYS,OH,45885,4193946089,Non-Profit,Y,N,363504,40.5451822,-84.3701043
